Estado,Año,Codigo,Concepto,Aprobado,Devengado,Observaciones
Zacatecas,2019,EAN2,Convenios de Descentralización,0,0,x
Zacatecas,2019,EAN3,Convenios de Reasignación,0,0,x
Zacatecas,2019,EAN4,Otros Convenios y Subsidios,2149769107,4576210645,x
Zacatecas,2019,EAO,Fondos Distintos de Aportaciones ,0,0,x
Zacatecas,2019,EAO1,Fondo para Entidades Federativas y Municipios Productores de Hidrocarburos,0,0,x
Zacatecas,2019,EAO2,Fondo Minero,0,0,x
Zacatecas,2019,EAP,"Transferencias, Subsidios y Subvenciones, y Pensiones y Jubilaciones",0,0,x
Zacatecas,2019,EAQ,Otras Transferencias Federales Etiquetadas,50319537.43,477629057.8,x
Zacatecas,2019,EATTFE,TOTAL DE TRANSFERENCIAS FEDERALES ETIQUETADAS,14875367486,19022323818,x
Zacatecas,2019,EAR,INGRESOS DERIVADOS DE FINANCIAMIENTOS,0,0,x
Zacatecas,2019,EAR1,Ingresos Derivados de Financiamientos,0,0,x
Zacatecas,2019,EATOTAL,TOTAL DE LOS INGRESOS,29833418917,32968616580,x
Aguascalientes,2020,EAA,Impuestos,1491931000,1408973919,x
Aguascalientes,2020,EAB,Cuotas y Aportaciones de Seguridad Social,0,0,x
Aguascalientes,2020,EAC,Contribuciones de Mejoras,0,0,x
Aguascalientes,2020,EAD,Derechos,669284000,611461216,x
Aguascalientes,2020,EAE,Productos,85678000,162493900,x
Aguascalientes,2020,EAF,Aprovechamientos,30353000,696497492,x
Aguascalientes,2020,EAG,Ingresos por Ventas de Bienes y Servicios,0,0,x
Aguascalientes,2020,EAH,Participaciones,9366507000,9497040919,x
Aguascalientes,2020,EAH1,Fondo General de Participaciones,7194876000,6552827650,x
Aguascalientes,2020,EAH2,Fondo de Fomento Municipal,640076000,608367783,x
Aguascalientes,2020,EAH3,Fondo de Fiscalización y Recaudación,380245000,347092216,x
Aguascalientes,2020,EAH4,Fondo de Compensación,0,0,x
Aguascalientes,2020,EAH5,Fondo de Extracción de hidrocarburos,0,0,x
Aguascalientes,2020,EAH6,Impuesto Especial Sobre Producción y Servicios,221589000,173183982,x
Aguascalientes,2020,EAH7,0.136% de la Recaudación Federal Participable,0,0,x
Aguascalientes,2020,EAH8,3.17% Sobre Extracción de Petroleo,0,0,x
Aguascalientes,2020,EAH9,Gasolinas y Diésel,287669000,148127261,x
Aguascalientes,2020,EAH10,Fondo de Impuesto Sobre la Renta,642052000,901807093,x
Aguascalientes,2020,EAH11,Fondo de Estabilización de los Ingresos de las Entidades Federativas,0,765634934,x
Aguascalientes,2020,EAI,Incentivos Derivados de la Colaboración Fiscal,620518000,520264912,x
Aguascalientes,2020,EAI1,Tenencia o Uso de Vehículos,50000,344974,x
Aguascalientes,2020,EAI2,Fondo de Compensación ISAN,30668869,27615744,x
Aguascalientes,2020,EAI3,Impuesto Sobre Automóviles Nuevos,139727131,125404662,x
Aguascalientes,2020,EAI4,Fondo de Compensación de Repecos-Intermedios,23105680,18283740,x
Aguascalientes,2020,EAI5,Otros Incentivos Económicos,426966320,348615792,x
Aguascalientes,2020,EAJ,Transferencias,0,0,x
Aguascalientes,2020,EAK,Convenios,0,0,x
Aguascalientes,2020,EAK1,Otros Convenios y Subsidios,0,0,x
Aguascalientes,2020,EAL,Otros Ingresos de Libre Disposición ,0,0,x
Aguascalientes,2020,EAL1,Participaciones en Ingresos Locales,0,0,x
Aguascalientes,2020,EAL2,Otros Ingresos en Libre Disposición,0,0,x
Aguascalientes,2020,EATILD,TOTAL DE INGRESOS DE LIBRE DISPOSICIÓN,12264271000,12896732358,x
Aguascalientes,2020,EAM,Aportaciones,10300181000,10471425539,x
Aguascalientes,2020,EAM1,Fondo de Aportaciones para la Nómina Educativa y gasto operativo,6187712000,6217750764,x
Aguascalientes,2020,EAM2,Fondo de Aportaciones para los servicios de Salud,1692928000,1707311951,x
Aguascalientes,2020,EAM3,Fondo de Aportaciones para la infraestructura Social,395297000,591435013,x
Aguascalientes,2020,EAM4,Fondo de Aportaciones para el Fortalecimiento de los Municipios y de las Demarcaciones Territoriales del Distrito Federal,919139000,920862663,x
Aguascalientes,2020,EAM5,Fondo de Aportaciones Múltiples,422656000,337126714,x
Aguascalientes,2020,EAM6,Fondo de Aportaciones para la Educación Tecnológica y de adultos,121632000,124199304,x
Aguascalientes,2020,EAM7,Fondo de Aportaciones para la Seguridad Pública de los Estados y del Distrito Federal,183754000,194421865,x
Aguascalientes,2020,EAM8,Fondo de Aportaciones para el Fortalecimiento de las Entidades Federativas,377063000,378317265,x
Aguascalientes,2020,EAN,Convenios,2029069000,2332110107,x
Aguascalientes,2020,EAN1,Convenios de Protección Social en Salud,561148000,591018239,x
Aguascalientes,2020,EAN2,Convenios de Descentralización,0,0,x
Aguascalientes,2020,EAN3,Convenios de Reasignación,1467921000,1741091868,x
Aguascalientes,2020,EAN4,Otros Convenios y Subsidios,0,0,x
Aguascalientes,2020,EAO,Fondos Distintos de Aportaciones ,0,0,x
Aguascalientes,2020,EAO1,Fondo para Entidades Federativas y Municipios Productores de Hidrocarburos,0,0,x
Aguascalientes,2020,EAO2,Fondo Minero,0,0,x
Aguascalientes,2020,EAP,"Transferencias, Subsidios y Subvenciones, y Pensiones y Jubilaciones",0,0,x
Aguascalientes,2020,EAQ,Otras Transferencias Federales Etiquetadas,0,0,x
Aguascalientes,2020,EATTFE,TOTAL DE TRANSFERENCIAS FEDERALES ETIQUETADAS,12329250000,12803535646,x
Aguascalientes,2020,EAR,INGRESOS DERIVADOS DE FINANCIAMIENTOS,801383000,345344151,x
Aguascalientes,2020,EAR1,Ingresos Derivados de Financiamientos,801383000,345344151,x
Aguascalientes,2020,EATOTAL,TOTAL DE LOS INGRESOS,25394904000,26045612155,x
Baja California,2020,EAA,Impuestos,5241077799,5653982594,x
Baja California,2020,EAB,Cuotas y Aportaciones de Seguridad Social,0,0,x
Baja California,2020,EAC,Contribuciones de Mejoras,19832040,12374658.38,x
Baja California,2020,EAD,Derechos,1311575803,1216430901,x
Baja California,2020,EAE,Productos,151103991,634692855.1,x
Baja California,2020,EAF,Aprovechamientos,278695774,135258857.6,x
Baja California,2020,EAG,Ingresos por Ventas de Bienes y Servicios,0,0,x
Baja California,2020,EAH,Participaciones,25316412789,26730387641,x
Baja California,2020,EAH1,Fondo General de Participaciones,19554936625,17318172969,x
Baja California,2020,EAH2,Fondo de Fomento Municipal,622421291,541819296,x
Baja California,2020,EAH3,Fondo de Fiscalización y Recaudación,1252076290,1107536508,x
Baja California,2020,EAH4,Fondo de Compensación,0,0,x
Baja California,2020,EAH5,Fondo de Extracción de hidrocarburos,0,0,x
Baja California,2020,EAH6,Impuesto Especial Sobre Producción y Servicios,441009900,849512218,x
Baja California,2020,EAH7,0.136% de la Recaudación Federal Participable,0,0,x
Baja California,2020,EAH8,3.17% Sobre Extracción de Petroleo,0,0,x
Baja California,2020,EAH9,Gasolinas y Diésel,898808397,685820187,x
Baja California,2020,EAH10,Fondo de Impuesto Sobre la Renta,2547160286,3974031142,x
Baja California,2020,EAH11,Fondo de Estabilización de los Ingresos de las Entidades Federativas,0,2253495321,x
Baja California,2020,EAI,Incentivos Derivados de la Colaboración Fiscal,1423782470,1192526557,x
Baja California,2020,EAI1,Tenencia o Uso de Vehículos,0,706983,x
Baja California,2020,EAI2,Fondo de Compensación ISAN,66953485,66953484,x
Baja California,2020,EAI3,Impuesto Sobre Automóviles Nuevos,252682672,316563905,x
Baja California,2020,EAI4,Fondo de Compensación de Repecos-Intermedios,75805582,84552572,x
Baja California,2020,EAI5,Otros Incentivos Económicos,1028340731,723749613,x
Baja California,2020,EAJ,Transferencias,0,0,x
Baja California,2020,EAK,Convenios,0,7248239.65,x
Baja California,2020,EAK1,Otros Convenios y Subsidios,0,7248239.65,x
Baja California,2020,EAL,Otros Ingresos de Libre Disposición ,0,0,x
Baja California,2020,EAL1,Participaciones en Ingresos Locales,0,0,x
Baja California,2020,EAL2,Otros Ingresos en Libre Disposición,0,0,x
Baja California,2020,EATILD,TOTAL DE INGRESOS DE LIBRE DISPOSICIÓN,33742480666,35582902304,x
Baja California,2020,EAM,Aportaciones,20185672624,20114319338,x
Baja California,2020,EAM1,Fondo de Aportaciones para la Nómina Educativa y gasto operativo,12226783804,12142197130,x
Baja California,2020,EAM2,Fondo de Aportaciones para los servicios de Salud,2480609565,2502802497,x
Baja California,2020,EAM3,Fondo de Aportaciones para la infraestructura Social,703493068,527629842,x
Baja California,2020,EAM4,Fondo de Aportaciones para el Fortalecimiento de los Municipios y de las Demarcaciones Territoriales del Distrito Federal,2499538489,2505055427,x
Baja California,2020,EAM5,Fondo de Aportaciones Múltiples,595835462,631911122,x
Baja California,2020,EAM6,Fondo de Aportaciones para la Educación Tecnológica y de adultos,145854225,149280327,x
Baja California,2020,EAM7,Fondo de Aportaciones para la Seguridad Pública de los Estados y del Distrito Federal,291615289,283289425,x
Baja California,2020,EAM8,Fondo de Aportaciones para el Fortalecimiento de las Entidades Federativas,1241942722,1372153568,x
Baja California,2020,EAN,Convenios,0,1788673604,x
Baja California,2020,EAN1,Convenios de Protección Social en Salud,0,866137660.7,x
Baja California,2020,EAN2,Convenios de Descentralización,0,0,x
Baja California,2020,EAN3,Convenios de Reasignación,0,0,x
Baja California,2020,EAN4,Otros Convenios y Subsidios,0,922535943.7,x
Baja California,2020,EAO,Fondos Distintos de Aportaciones ,0,0,x
Baja California,2020,EAO1,Fondo para Entidades Federativas y Municipios Productores de Hidrocarburos,0,0,x
Baja California,2020,EAO2,Fondo Minero,0,0,x
Baja California,2020,EAP,"Transferencias, Subsidios y Subvenciones, y Pensiones y Jubilaciones",0,3134450746,x
Baja California,2020,EAQ,Otras Transferencias Federales Etiquetadas,0,2682355.41,x
Baja California,2020,EATTFE,TOTAL DE TRANSFERENCIAS FEDERALES ETIQUETADAS,20185672624,25040126043,x
Baja California,2020,EAR,INGRESOS DERIVADOS DE FINANCIAMIENTOS,0,11584720247,x
Baja California,2020,EAR1,Ingresos Derivados de Financiamientos,0,11584720247,x
Baja California,2020,EATOTAL,TOTAL DE LOS INGRESOS,53928153290,72207748595,x
Baja California Sur,2020,EAA,Impuestos,1252425185,976424694.2,x
Baja California Sur,2020,EAB,Cuotas y Aportaciones de Seguridad Social,0,0,x
Baja California Sur,2020,EAC,Contribuciones de Mejoras,0,0,x
Baja California Sur,2020,EAD,Derechos,560976496,473989154.1,x
Baja California Sur,2020,EAE,Productos,18139608,14175149.01,x
Baja California Sur,2020,EAF,Aprovechamientos,588555181,39088396.34,x
Baja California Sur,2020,EAG,Ingresos por Ventas de Bienes y Servicios,0,0,x
Baja California Sur,2020,EAH,Participaciones,6019115662,6062523999,x
Baja California Sur,2020,EAH1,Fondo General de Participaciones,4762004618,4424832185,x
Baja California Sur,2020,EAH2,Fondo de Fomento Municipal,220850358,202989429,x
Baja California Sur,2020,EAH3,Fondo de Fiscalización y Recaudación,238366290,222855697,x
Baja California Sur,2020,EAH4,Fondo de Compensación,0,0,x
Baja California Sur,2020,EAH5,Fondo de Extracción de hidrocarburos,0,0,x
Baja California Sur,2020,EAH6,Impuesto Especial Sobre Producción y Servicios,162845801,155510730,x
Baja California Sur,2020,EAH7,0.136% de la Recaudación Federal Participable,0,0,x
Baja California Sur,2020,EAH8,3.17% Sobre Extracción de Petroleo,0,0,x
Baja California Sur,2020,EAH9,Gasolinas y Diésel,270465579,259146064,x
Baja California Sur,2020,EAH10,Fondo de Impuesto Sobre la Renta,364583016,331674659,x
Baja California Sur,2020,EAH11,Fondo de Estabilización de los Ingresos de las Entidades Federativas,0,465515235,x
Baja California Sur,2020,EAI,Incentivos Derivados de la Colaboración Fiscal,705884933,731366116.3,x
Baja California Sur,2020,EAI1,Tenencia o Uso de Vehículos,593958,361175,x
Baja California Sur,2020,EAI2,Fondo de Compensación ISAN,12526030,12526032,x
Baja California Sur,2020,EAI3,Impuesto Sobre Automóviles Nuevos,92657669,60712173,x
Baja California Sur,2020,EAI4,Fondo de Compensación de Repecos-Intermedios,17754579,18475653,x
Baja California Sur,2020,EAI5,Otros Incentivos Económicos,582352697,639291083.3,x
Baja California Sur,2020,EAJ,Transferencias,0,0,x
Baja California Sur,2020,EAK,Convenios,0,0,x
Baja California Sur,2020,EAK1,Otros Convenios y Subsidios,0,0,x
Baja California Sur,2020,EAL,Otros Ingresos de Libre Disposición ,0,0,x
Baja California Sur,2020,EAL1,Participaciones en Ingresos Locales,0,0,x
Baja California Sur,2020,EAL2,Otros Ingresos en Libre Disposición,0,0,x
Baja California Sur,2020,EATILD,TOTAL DE INGRESOS DE LIBRE DISPOSICIÓN,9145097065,8297567509,x
Baja California Sur,2020,EAM,Aportaciones,7939805036,7706222013,x
Baja California Sur,2020,EAM1,Fondo de Aportaciones para la Nómina Educativa y gasto operativo,4940291932,4933736520,x
Baja California Sur,2020,EAM2,Fondo de Aportaciones para los servicios de Salud,1139822991,1148434024,x
Baja California Sur,2020,EAM3,Fondo de Aportaciones para la infraestructura Social,423868275,294314481,x
Baja California Sur,2020,EAM4,Fondo de Aportaciones para el Fortalecimiento de los Municipios y de las Demarcaciones Territoriales del Distrito Federal,579981492,583273786,x
Baja California Sur,2020,EAM5,Fondo de Aportaciones Múltiples,353171262,261162208.8,x
Baja California Sur,2020,EAM6,Fondo de Aportaciones para la Educación Tecnológica y de adultos,72614008,74362445.2,x
Baja California Sur,2020,EAM7,Fondo de Aportaciones para la Seguridad Pública de los Estados y del Distrito Federal,207244886,201152525,x
Baja California Sur,2020,EAM8,Fondo de Aportaciones para el Fortalecimiento de las Entidades Federativas,222810190,209786023,x
Baja California Sur,2020,EAN,Convenios,1317310043,1322104981,x
Baja California Sur,2020,EAN1,Convenios de Protección Social en Salud,217871824,198097497.3,x
Baja California Sur,2020,EAN2,Convenios de Descentralización,956730704,930233594.1,x
Baja California Sur,2020,EAN3,Convenios de Reasignación,142707515,193773890.1,x
Baja California Sur,2020,EAN4,Otros Convenios y Subsidios,0,0,x
Baja California Sur,2020,EAO,Fondos Distintos de Aportaciones ,0,0,x
Baja California Sur,2020,EAO1,Fondo para Entidades Federativas y Municipios Productores de Hidrocarburos,0,0,x
Baja California Sur,2020,EAO2,Fondo Minero,0,0,x
Baja California Sur,2020,EAP,"Transferencias, Subsidios y Subvenciones, y Pensiones y Jubilaciones",0,0,x
Baja California Sur,2020,EAQ,Otras Transferencias Federales Etiquetadas,0,7111962.75,x
Baja California Sur,2020,EATTFE,TOTAL DE TRANSFERENCIAS FEDERALES ETIQUETADAS,9257115079,9035438957,x
Baja California Sur,2020,EAR,INGRESOS DERIVADOS DE FINANCIAMIENTOS,0,600000000,x
Baja California Sur,2020,EAR1,Ingresos Derivados de Financiamientos,0,600000000,x
Baja California Sur,2020,EATOTAL,TOTAL DE LOS INGRESOS,18402212144,17933006466,x
Campeche,2020,EAA,Impuestos,1398763356,1607928936,x
Campeche,2020,EAB,Cuotas y Aportaciones de Seguridad Social,0,0,x
Campeche,2020,EAC,Contribuciones de Mejoras,0,0,x
Campeche,2020,EAD,Derechos,572104451,445215450.5,x
Campeche,2020,EAE,Productos,67708620,139606088.2,x
Campeche,2020,EAF,Aprovechamientos,21173193,78487015.14,x
Campeche,2020,EAG,Ingresos por Ventas de Bienes y Servicios,0,0,x
Campeche,2020,EAH,Participaciones,8654096392,8977598990,x
Campeche,2020,EAH1,Fondo General de Participaciones,5433110665,5144616585,x
Campeche,2020,EAH2,Fondo de Fomento Municipal,373863353,334023836,x
Campeche,2020,EAH3,Fondo de Fiscalización y Recaudación,243940589,228678086,x
Campeche,2020,EAH4,Fondo de Compensación,0,0,x
Campeche,2020,EAH5,Fondo de Extracción de hidrocarburos,1811315967,1903027373,x
Campeche,2020,EAH6,Impuesto Especial Sobre Producción y Servicios,65206989,49845278,x
Campeche,2020,EAH7,0.136% de la Recaudación Federal Participable,0,0,x
Campeche,2020,EAH8,3.17% Sobre Extracción de Petroleo,0,0,x
Campeche,2020,EAH9,Gasolinas y Diésel,201658829,148878546,x
Campeche,2020,EAH10,Fondo de Impuesto Sobre la Renta,525000000,613671257,x
Campeche,2020,EAH11,Fondo de Estabilización de los Ingresos de las Entidades Federativas,0,554858029,x
Campeche,2020,EAI,Incentivos Derivados de la Colaboración Fiscal,158683350,135165929.8,x
Campeche,2020,EAI1,Tenencia o Uso de Vehículos,0,0,x
Campeche,2020,EAI2,Fondo de Compensación ISAN,13638673,13638672,x
Campeche,2020,EAI3,Impuesto Sobre Automóviles Nuevos,46673766,38986240,x
Campeche,2020,EAI4,Fondo de Compensación de Repecos-Intermedios,14626304,14708079,x
Campeche,2020,EAI5,Otros Incentivos Económicos,83744607,67832938.75,x
Campeche,2020,EAJ,Transferencias,0,0,x
Campeche,2020,EAK,Convenios,0,2463256.7,x
Campeche,2020,EAK1,Otros Convenios y Subsidios,0,2463256.7,x
Campeche,2020,EAL,Otros Ingresos de Libre Disposición ,0,0,x
Campeche,2020,EAL1,Participaciones en Ingresos Locales,0,0,x
Campeche,2020,EAL2,Otros Ingresos en Libre Disposición,0,0,x
Campeche,2020,EATILD,TOTAL DE INGRESOS DE LIBRE DISPOSICIÓN,10872529362,11386465666,x
Campeche,2020,EAM,Aportaciones,8866648745,8910170441,x
Campeche,2020,EAM1,Fondo de Aportaciones para la Nómina Educativa y gasto operativo,4626908122,4586764693,x
Campeche,2020,EAM2,Fondo de Aportaciones para los servicios de Salud,1703669006,1724231597,x
Campeche,2020,EAM3,Fondo de Aportaciones para la infraestructura Social,934727788,923873182,x
Campeche,2020,EAM4,Fondo de Aportaciones para el Fortalecimiento de los Municipios y de las Demarcaciones Territoriales del Distrito Federal,652812688,654333831,x
Campeche,2020,EAM5,Fondo de Aportaciones Múltiples,400376301,461651952,x
Campeche,2020,EAM6,Fondo de Aportaciones para la Educación Tecnológica y de adultos,110939582,113365954.4,x
Campeche,2020,EAM7,Fondo de Aportaciones para la Seguridad Pública de los Estados y del Distrito Federal,171658496,182774232,x
Campeche,2020,EAM8,Fondo de Aportaciones para el Fortalecimiento de las Entidades Federativas,265556762,263175000,x
Campeche,2020,EAN,Convenios,1769046318,2800297041,x
Campeche,2020,EAN1,Convenios de Protección Social en Salud,335000000,36203170.3,x
Campeche,2020,EAN2,Convenios de Descentralización,1434046318,2759349389,x
Campeche,2020,EAN3,Convenios de Reasignación,0,0,x
Campeche,2020,EAN4,Otros Convenios y Subsidios,0,4744480.98,x
Campeche,2020,EAO,Fondos Distintos de Aportaciones ,474517442,422019857,x
Campeche,2020,EAO1,Fondo para Entidades Federativas y Municipios Productores de Hidrocarburos,474517442,422019857,x
Campeche,2020,EAO2,Fondo Minero,0,0,x
Campeche,2020,EAP,"Transferencias, Subsidios y Subvenciones, y Pensiones y Jubilaciones",0,0,x
Campeche,2020,EAQ,Otras Transferencias Federales Etiquetadas,0,0,x
Campeche,2020,EATTFE,TOTAL DE TRANSFERENCIAS FEDERALES ETIQUETADAS,11110212505,12132487339,x
Campeche,2020,EAR,INGRESOS DERIVADOS DE FINANCIAMIENTOS,0,0,x
Campeche,2020,EAR1,Ingresos Derivados de Financiamientos,0,0,x
Campeche,2020,EATOTAL,TOTAL DE LOS INGRESOS,21982741867,23518953005,x
Chiapas,2020,EAA,Impuestos,1503695647,1721268176,x
Chiapas,2020,EAB,Cuotas y Aportaciones de Seguridad Social,0,0,x
Chiapas,2020,EAC,Contribuciones de Mejoras,0,0,x
Chiapas,2020,EAD,Derechos,1723638789,1475439477,x
Chiapas,2020,EAE,Productos,114812000,377059141,x
Chiapas,2020,EAF,Aprovechamientos,962419243,1370758337,x
Chiapas,2020,EAG,Ingresos por Ventas de Bienes y Servicios,0,0,x
Chiapas,2020,EAH,Participaciones,33088277207,33850313554,x
Chiapas,2020,EAH1,Fondo General de Participaciones,27542038605,28385835081,x
Chiapas,2020,EAH2,Fondo de Fomento Municipal,904568106,947805381,x
Chiapas,2020,EAH3,Fondo de Fiscalización y Recaudación,1306399540,1447406810,x
Chiapas,2020,EAH4,Fondo de Compensación,791877002,599928677,x
Chiapas,2020,EAH5,Fondo de Extracción de hidrocarburos,63353551,73299127,x
Chiapas,2020,EAH6,Impuesto Especial Sobre Producción y Servicios,254390853,198137791,x
Chiapas,2020,EAH7,0.136% de la Recaudación Federal Participable,0,0,x
Chiapas,2020,EAH8,3.17% Sobre Extracción de Petroleo,0,0,x
Chiapas,2020,EAH9,Gasolinas y Diésel,580430125,434231011,x
Chiapas,2020,EAH10,Fondo de Impuesto Sobre la Renta,1645219425,1763669676,x
Chiapas,2020,EAH11,Fondo de Estabilización de los Ingresos de las Entidades Federativas,0,0,x
Chiapas,2020,EAI,Incentivos Derivados de la Colaboración Fiscal,429029021,3180871040,x
Chiapas,2020,EAI1,Tenencia o Uso de Vehículos,0,0,x
Chiapas,2020,EAI2,Fondo de Compensación ISAN,42876003,42876000,x
Chiapas,2020,EAI3,Impuesto Sobre Automóviles Nuevos,160721251,123555589,x
Chiapas,2020,EAI4,Fondo de Compensación de Repecos-Intermedios,37413797,36581338,x
Chiapas,2020,EAI5,Otros Incentivos Económicos,188017970,2977858113,x
Chiapas,2020,EAJ,Transferencias,0,0,x
Chiapas,2020,EAK,Convenios,0,0,x
Chiapas,2020,EAK1,Otros Convenios y Subsidios,0,0,x
Chiapas,2020,EAL,Otros Ingresos de Libre Disposición ,0,1001500,x
Chiapas,2020,EAL1,Participaciones en Ingresos Locales,0,0,x
Chiapas,2020,EAL2,Otros Ingresos en Libre Disposición,0,1001500,x
Chiapas,2020,EATILD,TOTAL DE INGRESOS DE LIBRE DISPOSICIÓN,37821871907,41976711225,x
Chiapas,2020,EAM,Aportaciones,47885623404,49650803308,x
Chiapas,2020,EAM1,Fondo de Aportaciones para la Nómina Educativa y gasto operativo,19708035837,20203895011,x
Chiapas,2020,EAM2,Fondo de Aportaciones para los servicios de Salud,4773307840,4838479724,x
Chiapas,2020,EAM3,Fondo de Aportaciones para la infraestructura Social,13742887100,14342843661,x
Chiapas,2020,EAM4,Fondo de Aportaciones para el Fortalecimiento de los Municipios y de las Demarcaciones Territoriales del Distrito Federal,3739508764,3746090390,x
Chiapas,2020,EAM5,Fondo de Aportaciones Múltiples,1745981436,2193215624,x
Chiapas,2020,EAM6,Fondo de Aportaciones para la Educación Tecnológica y de adultos,385345383,393536797,x
Chiapas,2020,EAM7,Fondo de Aportaciones para la Seguridad Pública de los Estados y del Distrito Federal,206949652,212403019,x
Chiapas,2020,EAM8,Fondo de Aportaciones para el Fortalecimiento de las Entidades Federativas,3583607392,3720339082,x
Chiapas,2020,EAN,Convenios,246241015,371979543,x
Chiapas,2020,EAN1,Convenios de Protección Social en Salud,0,0,x
Chiapas,2020,EAN2,Convenios de Descentralización,0,0,x
Chiapas,2020,EAN3,Convenios de Reasignación,238811260,277636541,x
Chiapas,2020,EAN4,Otros Convenios y Subsidios,7429755,94343002,x
Chiapas,2020,EAO,Fondos Distintos de Aportaciones ,142020194,140823865,x
Chiapas,2020,EAO1,Fondo para Entidades Federativas y Municipios Productores de Hidrocarburos,142020194,140823865,x
Chiapas,2020,EAO2,Fondo Minero,0,0,x
Chiapas,2020,EAP,"Transferencias, Subsidios y Subvenciones, y Pensiones y Jubilaciones",9027460810,11570739051,x
Chiapas,2020,EAQ,Otras Transferencias Federales Etiquetadas,0,0,x
Chiapas,2020,EATTFE,TOTAL DE TRANSFERENCIAS FEDERALES ETIQUETADAS,57301345423,61734345767,x
Chiapas,2020,EAR,INGRESOS DERIVADOS DE FINANCIAMIENTOS,0,0,x
Chiapas,2020,EAR1,Ingresos Derivados de Financiamientos,0,0,x
Chiapas,2020,EATOTAL,TOTAL DE LOS INGRESOS,95123217330,1.03711E+11,x
Chihuahua,2020,EAA,Impuestos,6160637305,5619258640,x
Chihuahua,2020,EAB,Cuotas y Aportaciones de Seguridad Social,0,0,x
Chihuahua,2020,EAC,Contribuciones de Mejoras,0,0,x
Chihuahua,2020,EAD,Derechos,6073475551,5643067734,x
Chihuahua,2020,EAE,Productos,275082219,454050346,x
Chihuahua,2020,EAF,Aprovechamientos,2415936831,4822008341,x
Chihuahua,2020,EAG,Ingresos por Ventas de Bienes y Servicios,0,0,x
Chihuahua,2020,EAH,Participaciones,26186557431,26726797535,x
Chihuahua,2020,EAH1,Fondo General de Participaciones,20016691727,18044103764,x
Chihuahua,2020,EAH2,Fondo de Fomento Municipal,1056308708,844815937,x
Chihuahua,2020,EAH3,Fondo de Fiscalización y Recaudación,1164583281,1095469241,x
Chihuahua,2020,EAH4,Fondo de Compensación,0,0,x
Chihuahua,2020,EAH5,Fondo de Extracción de hidrocarburos,0,0,x
Chihuahua,2020,EAH6,Impuesto Especial Sobre Producción y Servicios,494921872,476268087,x
Chihuahua,2020,EAH7,0.136% de la Recaudación Federal Participable,211207022,186475050,x
Chihuahua,2020,EAH8,3.17% Sobre Extracción de Petroleo,0,0,x
Chihuahua,2020,EAH9,Gasolinas y Diésel,745763548,590590831,x
Chihuahua,2020,EAH10,Fondo de Impuesto Sobre la Renta,2497081273,3080695883,x
Chihuahua,2020,EAH11,Fondo de Estabilización de los Ingresos de las Entidades Federativas,0,2408378742,x
Chihuahua,2020,EAI,Incentivos Derivados de la Colaboración Fiscal,1632020041,1414341298,x
Chihuahua,2020,EAI1,Tenencia o Uso de Vehículos,500000,467327,x
Chihuahua,2020,EAI2,Fondo de Compensación ISAN,91978474,91978476,x
Chihuahua,2020,EAI3,Impuesto Sobre Automóviles Nuevos,0,0,x
Chihuahua,2020,EAI4,Fondo de Compensación de Repecos-Intermedios,82777645,86517691,x
Chihuahua,2020,EAI5,Otros Incentivos Económicos,1456763922,1235377804,x
Chihuahua,2020,EAJ,Transferencias,0,0,x
Chihuahua,2020,EAK,Convenios,0,0,x
Chihuahua,2020,EAK1,Otros Convenios y Subsidios,0,0,x
Chihuahua,2020,EAL,Otros Ingresos de Libre Disposición ,0,0,x
Chihuahua,2020,EAL1,Participaciones en Ingresos Locales,0,0,x
Chihuahua,2020,EAL2,Otros Ingresos en Libre Disposición,0,0,x
Chihuahua,2020,EATILD,TOTAL DE INGRESOS DE LIBRE DISPOSICIÓN,42743709378,44679523894,x
Chihuahua,2020,EAM,Aportaciones,22551223092,22890576913,x
Chihuahua,2020,EAM1,Fondo de Aportaciones para la Nómina Educativa y gasto operativo,12759602266,13074077814,x
Chihuahua,2020,EAM2,Fondo de Aportaciones para los servicios de Salud,2855714563,2885335892,x
Chihuahua,2020,EAM3,Fondo de Aportaciones para la infraestructura Social,1613589303,1533435102,x
Chihuahua,2020,EAM4,Fondo de Aportaciones para el Fortalecimiento de los Municipios y de las Demarcaciones Territoriales del Distrito Federal,2615293001,2618130693,x
Chihuahua,2020,EAM5,Fondo de Aportaciones Múltiples,790301851,845605919,x
Chihuahua,2020,EAM6,Fondo de Aportaciones para la Educación Tecnológica y de adultos,260952160,266458755,x
Chihuahua,2020,EAM7,Fondo de Aportaciones para la Seguridad Pública de los Estados y del Distrito Federal,273938690,277253119,x
Chihuahua,2020,EAM8,Fondo de Aportaciones para el Fortalecimiento de las Entidades Federativas,1381831258,1390279619,x
Chihuahua,2020,EAN,Convenios,5004958011,5527531363,x
Chihuahua,2020,EAN1,Convenios de Protección Social en Salud,0,128984286,x
Chihuahua,2020,EAN2,Convenios de Descentralización,0,0,x
Chihuahua,2020,EAN3,Convenios de Reasignación,0,0,x
Chihuahua,2020,EAN4,Otros Convenios y Subsidios,5004958011,5398547077,x
Chihuahua,2020,EAO,Fondos Distintos de Aportaciones ,159156556,27852338,x
Chihuahua,2020,EAO1,Fondo para Entidades Federativas y Municipios Productores de Hidrocarburos,0,0,x
Chihuahua,2020,EAO2,Fondo Minero,159156556,27852338,x
