Estado,Año,Código,Concepto,Aprobado,Devengado, 
Yucatan,2018,EAI1,Tenencia o Uso de Vehículos,0.00,0.00,
Yucatan,2018,EAI2,Fondo de Compensación ISAN,33181128.00,33181128.00,
Yucatan,2018,EAI3,Impuesto Sobre Automóviles Nuevos,148460101.00,181799119.00,
Yucatan,2018,EAI4,Fondo de Compensación de Repecos-Intermedios,26528903.00,20777206.00,
Yucatan,2018,EAI5,Otros Incentivos Económicos,0.00,0.00,
Yucatan,2018,EAJ,Transferencias,0.00,0.00,
Yucatan,2018,EAK,Convenios,0.00,0.00,
Yucatan,2018,EAK1,Otros Convenios y Subsidios,0.00,0.00,
Yucatan,2018,EAL,Otros Ingresos de Libre Disposición ,0.00,0.00,
Yucatan,2018,EAL1,Participaciones en Ingresos Locales,0.00,0.00,
Yucatan,2018,EAL2,Otros Ingresos en Libre Disposición,0.00,0.00,
Yucatan,2018,EATILD,TOTAL DE INGRESOS DE LIBRE DISPOSICIÓN,20203576051.00,18764300030.70,
Yucatan,2018,EAM,Aportaciones,12216679862.92,12683033807.54,
Yucatan,2018,EAM1,Fondo de Aportaciones para la Nómina Educativa y gasto operativo,5721569813.00,5993287598.71,
Yucatan,2018,EAM2,Fondo de Aportaciones para los servicios de Salud,1965572582.00,2001267190.00,
Yucatan,2018,EAM3,Fondo de Aportaciones para la infraestructura Social,1683441370.00,1646176793.00,
Yucatan,2018,EAM4,Fondo de Aportaciones para el Fortalecimiento de los Municipios y de las Demarcaciones Territoriales del Distrito Federal,1289987240.00,1290464968.00,
Yucatan,2018,EAM5,Fondo de Aportaciones Múltiples,469012659.96,631552620.00,
Yucatan,2018,EAM6,Fondo de Aportaciones para la Educación Tecnológica y de adultos,173697840.00,181978797.83,
Yucatan,2018,EAM7,Fondo de Aportaciones para la Seguridad Pública de los Estados y del Distrito Federal,178827528.00,185869400.00,
Yucatan,2018,EAM8,Fondo de Aportaciones para el Fortalecimiento de las Entidades Federativas,734570829.96,752436440.00,
Yucatan,2018,EAN,Convenios,6494179187.85,5530369286.62,
Yucatan,2018,EAN1,Convenios de Protección Social en Salud,1282911980.09,871714411.58,
Yucatan,2018,EAN2,Convenios de Descentralización,0.00,0.00,
Yucatan,2018,EAN3,Convenios de Reasignación,0.00,0.00,
Yucatan,2018,EAN4,Otros Convenios y Subsidios,5211267207.76,4658654875.04,
Yucatan,2018,EAO,Fondos Distintos de Aportaciones ,0.00,0.00,
Yucatan,2018,EAO1,Fondo para Entidades Federativas y Municipios Productores de Hidrocarburos,0.00,0.00,
Yucatan,2018,EAO2,Fondo Minero,0.00,0.00,
Yucatan,2018,EAP,"Transferencias, Subsidios y Subvenciones, y Pensiones y Jubilaciones",1898757773.00,1915110847.00,
Yucatan,2018,EAQ,Otras Transferencias Federales Etiquetadas,0.00,0.00,
Yucatan,2018,EATTFE,TOTAL DE TRANSFERENCIAS FEDERALES ETIQUETADAS,20609616823.77,20128513941.16,
Yucatan,2018,EAR,INGRESOS DERIVADOS DE FINANCIAMIENTOS,0.00,0.00,
Yucatan,2018,EAR1,Ingresos Derivados de Financiamientos,0.00,0.00,
Yucatan,2018,EATOTAL,TOTAL DE LOS INGRESOS,40813192874.77,38892813971.86,
Zacatecas,2018,EAA,Impuestos,2261676192.92,1042394303.94,
Zacatecas,2018,EAB,Cuotas y Aportaciones de Seguridad Social,0.00,0.00,
Zacatecas,2018,EAC,Contribuciones de Mejoras,110000000.00,119077564.40,
Zacatecas,2018,EAD,Derechos,828254898.20,672024184.77,
Zacatecas,2018,EAE,Productos,40460999.60,37246560.40,
Zacatecas,2018,EAF,Aprovechamientos,485000491.57,338479120.10,
Zacatecas,2018,EAG,Ingresos por Ventas de Bienes y Servicios,0.00,0.00,
Zacatecas,2018,EAH,Participaciones,10275053768.00,10688046361.97,
Zacatecas,2018,EAH1,Fondo General de Participaciones,7040909793.00,7346168755.97,
Zacatecas,2018,EAH2,Fondo de Fomento Municipal,860313673.00,871909827.00,
Zacatecas,2018,EAH3,Fondo de Fiscalización y Recaudación,309782636.00,319440396.00,
Zacatecas,2018,EAH4,Fondo de Compensación,481974753.00,434572216.00,
Zacatecas,2018,EAH5,Fondo de Extracción de hidrocarburos,0.00,0.00,
Zacatecas,2018,EAH6,Impuesto Especial Sobre Producción y Servicios,100900506.00,140866882.00,
Zacatecas,2018,EAH7,0.136% de la Recaudación Federal Participable,0.00,0.00,
Zacatecas,2018,EAH8,3.17% Sobre Extracción de Petroleo,0.00,0.00,
Zacatecas,2018,EAH9,Gasolinas y Diésel,344507100.00,345332077.00,
Zacatecas,2018,EAH10,Fondo de Impuesto Sobre la Renta,1136665307.00,1229756208.00,
Zacatecas,2018,EAH11,Fondo de Estabilización de los Ingresos de las Entidades Federativas,0.00,0.00,
Zacatecas,2018,EAI,Incentivos Derivados de la Colaboración Fiscal,310999161.01,80639967.00,
Zacatecas,2018,EAI1,Tenencia o Uso de Vehículos,0.00,0.00,
Zacatecas,2018,EAI2,Fondo de Compensación ISAN,10940091.00,10940089.00,
Zacatecas,2018,EAI3,Impuesto Sobre Automóviles Nuevos,0.00,0.00,
Zacatecas,2018,EAI4,Fondo de Compensación de Repecos-Intermedios,39950777.01,28539759.00,
Zacatecas,2018,EAI5,Otros Incentivos Económicos,260108293.00,41160119.00,
Zacatecas,2018,EAJ,Transferencias,0.00,0.00,
Zacatecas,2018,EAK,Convenios,0.00,741106762.70,
Zacatecas,2018,EAK1,Otros Convenios y Subsidios,0.00,741106762.70,
Zacatecas,2018,EAL,Otros Ingresos de Libre Disposición ,15719017.00,281940554.81,
Zacatecas,2018,EAL1,Participaciones en Ingresos Locales,0.00,0.00,
Zacatecas,2018,EAL2,Otros Ingresos en Libre Disposición,15719017.00,281940554.81,
Zacatecas,2018,EATILD,TOTAL DE INGRESOS DE LIBRE DISPOSICIÓN,14327164528.30,14000955380.09,
Zacatecas,2018,EAM,Aportaciones,11887935141.00,12195559332.12,
Zacatecas,2018,EAM1,Fondo de Aportaciones para la Nómina Educativa y gasto operativo,6596771862.00,6760997550.32,
Zacatecas,2018,EAM2,Fondo de Aportaciones para los servicios de Salud,2226829031.00,2283711670.16,
Zacatecas,2018,EAM3,Fondo de Aportaciones para la infraestructura Social,1017635989.98,982875765.00,
Zacatecas,2018,EAM4,Fondo de Aportaciones para el Fortalecimiento de los Municipios y de las Demarcaciones Territoriales del Distrito Federal,950734006.00,949890600.00,
Zacatecas,2018,EAM5,Fondo de Aportaciones Múltiples,313106831.00,399231852.79,
Zacatecas,2018,EAM6,Fondo de Aportaciones para la Educación Tecnológica y de adultos,90977261.98,97762928.02,
Zacatecas,2018,EAM7,Fondo de Aportaciones para la Seguridad Pública de los Estados y del Distrito Federal,138133515.00,145040191.00,
Zacatecas,2018,EAM8,Fondo de Aportaciones para el Fortalecimiento de las Entidades Federativas,553746644.04,576048774.83,
Zacatecas,2018,EAN,Convenios,4193490870.07,7306426031.77,
Zacatecas,2018,EAN1,Convenios de Protección Social en Salud,0.00,945121100.47,
Zacatecas,2018,EAN2,Convenios de Descentralización,0.00,0.00,
Zacatecas,2018,EAN3,Convenios de Reasignación,0.00,0.00,
Zacatecas,2018,EAN4,Otros Convenios y Subsidios,4193490870.07,6361304931.30,
Zacatecas,2018,EAO,Fondos Distintos de Aportaciones ,0.00,0.00,
Zacatecas,2018,EAO1,Fondo para Entidades Federativas y Municipios Productores de Hidrocarburos,0.00,0.00,
Zacatecas,2018,EAO2,Fondo Minero,0.00,0.00,
Zacatecas,2018,EAP,"Transferencias, Subsidios y Subvenciones, y Pensiones y Jubilaciones",0.00,0.00,
Zacatecas,2018,EAQ,Otras Transferencias Federales Etiquetadas,0.00,41329860.78,
Zacatecas,2018,EATTFE,TOTAL DE TRANSFERENCIAS FEDERALES ETIQUETADAS,16081426011.07,19543315224.67,
Zacatecas,2018,EAR,INGRESOS DERIVADOS DE FINANCIAMIENTOS,54843724.00,106626217.00,
Zacatecas,2018,EAR1,Ingresos Derivados de Financiamientos,54843724.00,106626217.00,
Zacatecas,2018,EATOTAL,TOTAL DE LOS INGRESOS,30463434263.37,33650896821.76,
Aguascalientes,2019,EAA,Impuestos,920126000.00,1232266773.00,
Aguascalientes,2019,EAB,Cuotas y Aportaciones de Seguridad Social,0.00,0.00,
Aguascalientes,2019,EAC,Contribuciones de Mejoras,0.00,0.00,
Aguascalientes,2019,EAD,Derechos,569163000.00,684775785.00,
Aguascalientes,2019,EAE,Productos,146477000.00,226160784.00,
Aguascalientes,2019,EAF,Aprovechamientos,20460000.00,251613079.00,
Aguascalientes,2019,EAG,Ingresos por Ventas de Bienes y Servicios,0.00,0.00,
Aguascalientes,2019,EAH,Participaciones,8607050000.00,9090468506.00,
Aguascalientes,2019,EAH1,Fondo General de Participaciones,6714507000.00,6907076910.00,
Aguascalientes,2019,EAH2,Fondo de Fomento Municipal,613114000.00,627696709.00,
Aguascalientes,2019,EAH3,Fondo de Fiscalización y Recaudación,323828000.00,368302376.00,
Aguascalientes,2019,EAH4,Fondo de Compensación,0.00,0.00,
Aguascalientes,2019,EAH5,Fondo de Extracción de hidrocarburos,0.00,0.00,
Aguascalientes,2019,EAH6,Impuesto Especial Sobre Producción y Servicios,137692000.00,229450488.00,
Aguascalientes,2019,EAH7,0.136% de la Recaudación Federal Participable,0.00,0.00,
Aguascalientes,2019,EAH8,3.17% Sobre Extracción de Petroleo,0.00,0.00,
Aguascalientes,2019,EAH9,Gasolinas y Diésel,287909000.00,200354641.00,
Aguascalientes,2019,EAH10,Fondo de Impuesto Sobre la Renta,530000000.00,757587382.00,
Aguascalientes,2019,EAH11,Fondo de Estabilización de los Ingresos de las Entidades Federativas,0.00,0.00,
Aguascalientes,2019,EAI,Incentivos Derivados de la Colaboración Fiscal,446502000.00,586594166.00,
Aguascalientes,2019,EAI1,Tenencia o Uso de Vehículos,50000.00,449876.00,
Aguascalientes,2019,EAI2,Fondo de Compensación ISAN,25600984.00,26566368.00,
Aguascalientes,2019,EAI3,Impuesto Sobre Automóviles Nuevos,119230016.00,141958726.00,
Aguascalientes,2019,EAI4,Fondo de Compensación de Repecos-Intermedios,20822472.00,20323497.00,
Aguascalientes,2019,EAI5,Otros Incentivos Económicos,280798528.00,397295699.00,
Aguascalientes,2019,EAJ,Transferencias,0.00,0.00,
Aguascalientes,2019,EAK,Convenios,0.00,0.00,
Aguascalientes,2019,EAK1,Otros Convenios y Subsidios,0.00,0.00,
Aguascalientes,2019,EAL,Otros Ingresos de Libre Disposición ,0.00,0.00,
Aguascalientes,2019,EAL1,Participaciones en Ingresos Locales,0.00,0.00,
Aguascalientes,2019,EAL2,Otros Ingresos en Libre Disposición,0.00,0.00,
Aguascalientes,2019,EATILD,TOTAL DE INGRESOS DE LIBRE DISPOSICIÓN,10709778000.00,12071879093.00,
Aguascalientes,2019,EAM,Aportaciones,9482266000.00,9627194769.00,
Aguascalientes,2019,EAM1,Fondo de Aportaciones para la Nómina Educativa y gasto operativo,5804288000.00,5646249733.00,
Aguascalientes,2019,EAM2,Fondo de Aportaciones para los servicios de Salud,1608956000.00,1616626581.00,
Aguascalientes,2019,EAM3,Fondo de Aportaciones para la infraestructura Social,339899000.00,380182772.00,
Aguascalientes,2019,EAM4,Fondo de Aportaciones para el Fortalecimiento de los Municipios y de las Demarcaciones Territoriales del Distrito Federal,816211000.00,890939377.00,
Aguascalientes,2019,EAM5,Fondo de Aportaciones Múltiples,353288000.00,434135702.00,
Aguascalientes,2019,EAM6,Fondo de Aportaciones para la Educación Tecnológica y de adultos,110564000.00,114699517.00,
Aguascalientes,2019,EAM7,Fondo de Aportaciones para la Seguridad Pública de los Estados y del Distrito Federal,118891000.00,179826102.00,
Aguascalientes,2019,EAM8,Fondo de Aportaciones para el Fortalecimiento de las Entidades Federativas,330169000.00,364534985.00,
Aguascalientes,2019,EAN,Convenios,3001099000.00,2468453208.00,
Aguascalientes,2019,EAN1,Convenios de Protección Social en Salud,373785000.00,694448622.00,
Aguascalientes,2019,EAN2,Convenios de Descentralización,0.00,0.00,
Aguascalientes,2019,EAN3,Convenios de Reasignación,2627314000.00,1774004586.00,
Aguascalientes,2019,EAN4,Otros Convenios y Subsidios,0.00,0.00,
Aguascalientes,2019,EAO,Fondos Distintos de Aportaciones ,0.00,0.00,
Aguascalientes,2019,EAO1,Fondo para Entidades Federativas y Municipios Productores de Hidrocarburos,0.00,0.00,
Aguascalientes,2019,EAO2,Fondo Minero,0.00,0.00,
Aguascalientes,2019,EAP,"Transferencias, Subsidios y Subvenciones, y Pensiones y Jubilaciones",0.00,0.00,
Aguascalientes,2019,EAQ,Otras Transferencias Federales Etiquetadas,0.00,0.00,
Aguascalientes,2019,EATTFE,TOTAL DE TRANSFERENCIAS FEDERALES ETIQUETADAS,12483365000.00,12095647977.00,
Aguascalientes,2019,EAR,INGRESOS DERIVADOS DE FINANCIAMIENTOS,1200000000.00,398615313.00,
Aguascalientes,2019,EAR1,Ingresos Derivados de Financiamientos,1200000000.00,398615313.00,
Aguascalientes,2019,EATOTAL,TOTAL DE LOS INGRESOS,24393143000.00,24566142383.00,
Baja California,2019,EAA,Impuestos,3848690866.00,4341184675.96,
Baja California,2019,EAB,Cuotas y Aportaciones de Seguridad Social,0.00,0.00,
Baja California,2019,EAC,Contribuciones de Mejoras,16570627.00,22216445.38,
Baja California,2019,EAD,Derechos,1287833066.00,1265436752.02,
Baja California,2019,EAE,Productos,264566554.00,140333950.54,
Baja California,2019,EAF,Aprovechamientos,192423169.00,250894948.52,
Baja California,2019,EAG,Ingresos por Ventas de Bienes y Servicios,0.00,0.00,
Baja California,2019,EAH,Participaciones,24550165679.00,24082688883.00,
Baja California,2019,EAH1,Fondo General de Participaciones,18972267258.00,18338103916.00,
Baja California,2019,EAH2,Fondo de Fomento Municipal,585816636.00,567554200.00,
Baja California,2019,EAH3,Fondo de Fiscalización y Recaudación,1178848533.00,1140344704.00,
Baja California,2019,EAH4,Fondo de Compensación,0.00,0.00,
Baja California,2019,EAH5,Fondo de Extracción de hidrocarburos,0.00,0.00,
Baja California,2019,EAH6,Impuesto Especial Sobre Producción y Servicios,500573872.00,426617899.00,
Baja California,2019,EAH7,0.136% de la Recaudación Federal Participable,0.00,0.00,
Baja California,2019,EAH8,3.17% Sobre Extracción de Petroleo,0.00,0.00,
Baja California,2019,EAH9,Gasolinas y Diésel,946148737.00,779543818.00,
Baja California,2019,EAH10,Fondo de Impuesto Sobre la Renta,2366510643.00,1773594636.00,
Baja California,2019,EAH11,Fondo de Estabilización de los Ingresos de las Entidades Federativas,0.00,1056929710.00,
Baja California,2019,EAI,Incentivos Derivados de la Colaboración Fiscal,1647858009.00,1586725961.00,
Baja California,2019,EAI1,Tenencia o Uso de Vehículos,0.00,566536.00,
Baja California,2019,EAI2,Fondo de Compensación ISAN,64409317.00,64409316.00,
Baja California,2019,EAI3,Impuesto Sobre Automóviles Nuevos,344121564.00,352181922.00,
Baja California,2019,EAI4,Fondo de Compensación de Repecos-Intermedios,144166997.00,90590874.00,
Baja California,2019,EAI5,Otros Incentivos Económicos,1095160131.00,1078977313.00,
Baja California,2019,EAJ,Transferencias,0.00,0.00,
Baja California,2019,EAK,Convenios,0.00,222293.48,
Baja California,2019,EAK1,Otros Convenios y Subsidios,0.00,222293.48,
Baja California,2019,EAL,Otros Ingresos de Libre Disposición ,0.00,0.00,
Baja California,2019,EAL1,Participaciones en Ingresos Locales,0.00,0.00,
Baja California,2019,EAL2,Otros Ingresos en Libre Disposición,0.00,0.00,
Baja California,2019,EATILD,TOTAL DE INGRESOS DE LIBRE DISPOSICIÓN,31808107970.00,31689703909.90,
Baja California,2019,EAM,Aportaciones,19666743503.00,19579567366.40,
Baja California,2019,EAM1,Fondo de Aportaciones para la Nómina Educativa y gasto operativo,11848193809.00,11779107590.02,
Baja California,2019,EAM2,Fondo de Aportaciones para los servicios de Salud,2368396775.00,2364060047.67,
Baja California,2019,EAM3,Fondo de Aportaciones para la infraestructura Social,658150484.00,666820501.00,
Baja California,2019,EAM4,Fondo de Aportaciones para el Fortalecimiento de los Municipios y de las Demarcaciones Territoriales del Distrito Federal,2402923832.00,2420417186.00,
Baja California,2019,EAM5,Fondo de Aportaciones Múltiples,614603998.00,564105007.00,
Baja California,2019,EAM6,Fondo de Aportaciones para la Educación Tecnológica y de adultos,138607793.00,142428325.71,
Baja California,2019,EAM7,Fondo de Aportaciones para la Seguridad Pública de los Estados y del Distrito Federal,283083815.00,283121649.00,
Baja California,2019,EAM8,Fondo de Aportaciones para el Fortalecimiento de las Entidades Federativas,1352782997.00,1359507060.00,
Baja California,2019,EAN,Convenios,3385361598.00,3143879556.46,
Baja California,2019,EAN1,Convenios de Protección Social en Salud,0.00,930549562.85,
Baja California,2019,EAN2,Convenios de Descentralización,0.00,0.00,
Baja California,2019,EAN3,Convenios de Reasignación,0.00,0.00,
Baja California,2019,EAN4,Otros Convenios y Subsidios,3385361598.00,2213329993.61,
Baja California,2019,EAO,Fondos Distintos de Aportaciones ,0.00,0.00,
Baja California,2019,EAO1,Fondo para Entidades Federativas y Municipios Productores de Hidrocarburos,0.00,0.00,
Baja California,2019,EAO2,Fondo Minero,0.00,0.00,
Baja California,2019,EAP,"Transferencias, Subsidios y Subvenciones, y Pensiones y Jubilaciones",73759350.00,3221508306.81,
Baja California,2019,EAQ,Otras Transferencias Federales Etiquetadas,0.00,9017423.58,
Baja California,2019,EATTFE,TOTAL DE TRANSFERENCIAS FEDERALES ETIQUETADAS,23125864451.00,25953972653.25,
Baja California,2019,EAR,INGRESOS DERIVADOS DE FINANCIAMIENTOS,0.00,0.00,
Baja California,2019,EAR1,Ingresos Derivados de Financiamientos,0.00,0.00,
Baja California,2019,EATOTAL,TOTAL DE LOS INGRESOS,54933972421.00,57643676563.15,
Baja California Sur,2019,EAA,Impuestos,1007084631.00,1112483657.00,
Baja California Sur,2019,EAB,Cuotas y Aportaciones de Seguridad Social,0.00,0.00,
Baja California Sur,2019,EAC,Contribuciones de Mejoras,0.00,0.00,
Baja California Sur,2019,EAD,Derechos,529957066.00,608083939.00,
Baja California Sur,2019,EAE,Productos,7368409.00,21214951.00,
Baja California Sur,2019,EAF,Aprovechamientos,601071972.00,174065098.00,
Baja California Sur,2019,EAG,Ingresos por Ventas de Bienes y Servicios,0.00,0.00,
Baja California Sur,2019,EAH,Participaciones,5461286173.00,6118025001.00,
Baja California Sur,2019,EAH1,Fondo General de Participaciones,4288665298.00,4534888145.00,
Baja California Sur,2019,EAH2,Fondo de Fomento Municipal,203388865.00,208487457.00,
Baja California Sur,2019,EAH3,Fondo de Fiscalización y Recaudación,246357428.00,221762454.00,
Baja California Sur,2019,EAH4,Fondo de Compensación,0.00,0.00,
Baja California Sur,2019,EAH5,Fondo de Extracción de hidrocarburos,0.00,0.00,
Baja California Sur,2019,EAH6,Impuesto Especial Sobre Producción y Servicios,132504710.00,149932983.00,
Baja California Sur,2019,EAH7,0.136% de la Recaudación Federal Participable,0.00,0.00,
Baja California Sur,2019,EAH8,3.17% Sobre Extracción de Petroleo,0.00,0.00,
Baja California Sur,2019,EAH9,Gasolinas y Diésel,302496107.00,313206644.00,
Baja California Sur,2019,EAH10,Fondo de Impuesto Sobre la Renta,287873765.00,441574907.00,
Baja California Sur,2019,EAH11,Fondo de Estabilización de los Ingresos de las Entidades Federativas,0.00,248172411.00,
Baja California Sur,2019,EAI,Incentivos Derivados de la Colaboración Fiscal,638151588.00,805646112.00,
Baja California Sur,2019,EAI1,Tenencia o Uso de Vehículos,1484897.00,1076910.00,
Baja California Sur,2019,EAI2,Fondo de Compensación ISAN,11975576.00,12050052.00,
Baja California Sur,2019,EAI3,Impuesto Sobre Automóviles Nuevos,90840853.00,74961181.00,
Baja California Sur,2019,EAI4,Fondo de Compensación de Repecos-Intermedios,22496708.00,20420421.00,
Baja California Sur,2019,EAI5,Otros Incentivos Económicos,511353554.00,697137548.00,
Baja California Sur,2019,EAJ,Transferencias,0.00,0.00,
Baja California Sur,2019,EAK,Convenios,0.00,0.00,
Baja California Sur,2019,EAK1,Otros Convenios y Subsidios,0.00,0.00,
Baja California Sur,2019,EAL,Otros Ingresos de Libre Disposición ,0.00,0.00,
Baja California Sur,2019,EAL1,Participaciones en Ingresos Locales,0.00,0.00,
Baja California Sur,2019,EAL2,Otros Ingresos en Libre Disposición,0.00,0.00,
Baja California Sur,2019,EATILD,TOTAL DE INGRESOS DE LIBRE DISPOSICIÓN,8244919839.00,8839518758.00,
Baja California Sur,2019,EAM,Aportaciones,7188391646.00,7681332100.00,
Baja California Sur,2019,EAM1,Fondo de Aportaciones para la Nómina Educativa y gasto operativo,4557140196.00,4805493953.00,
Baja California Sur,2019,EAM2,Fondo de Aportaciones para los servicios de Salud,1058032765.00,1089211083.00,
Baja California Sur,2019,EAM3,Fondo de Aportaciones para la infraestructura Social,303097512.00,395883264.00,
Baja California Sur,2019,EAM4,Fondo de Aportaciones para el Fortalecimiento de los Municipios y de las Demarcaciones Territoriales del Distrito Federal,506032510.00,555728506.00,
Baja California Sur,2019,EAM5,Fondo de Aportaciones Múltiples,318895774.00,339604456.00,
Baja California Sur,2019,EAM6,Fondo de Aportaciones para la Educación Tecnológica y de adultos,65832338.00,68202638.00,
Baja California Sur,2019,EAM7,Fondo de Aportaciones para la Seguridad Pública de los Estados y del Distrito Federal,158821560.00,202517598.00,
Baja California Sur,2019,EAM8,Fondo de Aportaciones para el Fortalecimiento de las Entidades Federativas,220538991.00,224690602.00,
Baja California Sur,2019,EAN,Convenios,1440065111.00,1707872928.00,
Baja California Sur,2019,EAN1,Convenios de Protección Social en Salud,235234741.00,251021825.00,
Baja California Sur,2019,EAN2,Convenios de Descentralización,922510965.00,1252235161.00,
Baja California Sur,2019,EAN3,Convenios de Reasignación,282319405.00,204615942.00,
Baja California Sur,2019,EAN4,Otros Convenios y Subsidios,0.00,0.00,
Baja California Sur,2019,EAO,Fondos Distintos de Aportaciones ,36909285.00,2800000.00,
Baja California Sur,2019,EAO1,Fondo para Entidades Federativas y Municipios Productores de Hidrocarburos,0.00,0.00,
Baja California Sur,2019,EAO2,Fondo Minero,36909285.00,2800000.00,
Baja California Sur,2019,EAP,"Transferencias, Subsidios y Subvenciones, y Pensiones y Jubilaciones",0.00,0.00,
Baja California Sur,2019,EAQ,Otras Transferencias Federales Etiquetadas,0.00,10226971.00,
Baja California Sur,2019,EATTFE,TOTAL DE TRANSFERENCIAS FEDERALES ETIQUETADAS,8665366042.00,9402231999.00,
Baja California Sur,2019,EAR,INGRESOS DERIVADOS DE FINANCIAMIENTOS,0.00,436260960.00,
Baja California Sur,2019,EAR1,Ingresos Derivados de Financiamientos,0.00,436260960.00,
Baja California Sur,2019,EATOTAL,TOTAL DE LOS INGRESOS,16910285881.00,18678011717.00,
Campeche,2019,EAA,Impuestos,1390185879.00,1663186290.14,
Campeche,2019,EAB,Cuotas y Aportaciones de Seguridad Social,0.00,0.00,
Campeche,2019,EAC,Contribuciones de Mejoras,0.00,0.00,
Campeche,2019,EAD,Derechos,454621133.00,439465991.18,
Campeche,2019,EAE,Productos,86971643.00,183562240.36,
Campeche,2019,EAF,Aprovechamientos,52607051.00,113557837.65,
Campeche,2019,EAG,Ingresos por Ventas de Bienes y Servicios,0.00,0.00,
Campeche,2019,EAH,Participaciones,8493185111.00,9731088711.00,
Campeche,2019,EAH1,Fondo General de Participaciones,5034234072.00,5598432703.00,
Campeche,2019,EAH2,Fondo de Fomento Municipal,337047501.00,342693968.00,
Campeche,2019,EAH3,Fondo de Fiscalización y Recaudación,245024484.00,233887823.00,
Campeche,2019,EAH4,Fondo de Compensación,0.00,0.00,
Campeche,2019,EAH5,Fondo de Extracción de hidrocarburos,2058876676.00,2302658899.00,
Campeche,2019,EAH6,Impuesto Especial Sobre Producción y Servicios,74438096.00,76988577.00,
Campeche,2019,EAH7,0.136% de la Recaudación Federal Participable,0.00,0.00,
Campeche,2019,EAH8,3.17% Sobre Extracción de Petroleo,0.00,0.00,
Campeche,2019,EAH9,Gasolinas y Diésel,191292541.00,219152935.00,
Campeche,2019,EAH10,Fondo de Impuesto Sobre la Renta,552271741.00,699864289.00,
Campeche,2019,EAH11,Fondo de Estabilización de los Ingresos de las Entidades Federativas,0.00,257409517.00,
Campeche,2019,EAI,Incentivos Derivados de la Colaboración Fiscal,151601154.00,171282522.78,
Campeche,2019,EAI1,Tenencia o Uso de Vehículos,0.00,0.00,
Campeche,2019,EAI2,Fondo de Compensación ISAN,13120416.00,13120416.00,
Campeche,2019,EAI3,Impuesto Sobre Automóviles Nuevos,40467380.00,44221138.00,
Campeche,2019,EAI4,Fondo de Compensación de Repecos-Intermedios,18062670.00,16459360.00,
Campeche,2019,EAI5,Otros Incentivos Económicos,79950688.00,97481608.78,
Campeche,2019,EAJ,Transferencias,0.00,0.00,
Campeche,2019,EAK,Convenios,0.00,1555538.61,
Campeche,2019,EAK1,Otros Convenios y Subsidios,0.00,1555538.61,
Campeche,2019,EAL,Otros Ingresos de Libre Disposición ,0.00,0.00,
Campeche,2019,EAL1,Participaciones en Ingresos Locales,0.00,0.00,
Campeche,2019,EAL2,Otros Ingresos en Libre Disposición,0.00,0.00,
Campeche,2019,EATILD,TOTAL DE INGRESOS DE LIBRE DISPOSICIÓN,10629171971.00,12303699131.72,
Campeche,2019,EAM,Aportaciones,8513237939.00,8547439140.10,
Campeche,2019,EAM1,Fondo de Aportaciones para la Nómina Educativa y gasto operativo,4485720279.00,4483840225.60,
Campeche,2019,EAM2,Fondo de Aportaciones para los servicios de Salud,1631522278.00,1622431356.82,
Campeche,2019,EAM3,Fondo de Aportaciones para la infraestructura Social,896698125.00,903972806.00,
Campeche,2019,EAM4,Fondo de Aportaciones para el Fortalecimiento de los Municipios y de las Demarcaciones Territoriales del Distrito Federal,627231746.00,631798012.00,
Campeche,2019,EAM5,Fondo de Aportaciones Múltiples,373770683.00,373156034.00,
Campeche,2019,EAM6,Fondo de Aportaciones para la Educación Tecnológica y de adultos,100881733.00,103217630.68,
Campeche,2019,EAM7,Fondo de Aportaciones para la Seguridad Pública de los Estados y del Distrito Federal,136808717.00,167774232.00,
Campeche,2019,EAM8,Fondo de Aportaciones para el Fortalecimiento de las Entidades Federativas,260604378.00,261248843.00,
Campeche,2019,EAN,Convenios,1676492096.00,2882241029.11,
Campeche,2019,EAN1,Convenios de Protección Social en Salud,335000000.00,366804106.56,
Campeche,2019,EAN2,Convenios de Descentralización,1341492096.00,2463434287.37,
Campeche,2019,EAN3,Convenios de Reasignación,0.00,0.00,
Campeche,2019,EAN4,Otros Convenios y Subsidios,0.00,52002635.18,
Campeche,2019,EAO,Fondos Distintos de Aportaciones ,360861000.00,475084452.00,
Campeche,2019,EAO1,Fondo para Entidades Federativas y Municipios Productores de Hidrocarburos,360861000.00,475084452.00,
Campeche,2019,EAO2,Fondo Minero,0.00,0.00,
Campeche,2019,EAP,"Transferencias, Subsidios y Subvenciones, y Pensiones y Jubilaciones",0.00,0.00,
Campeche,2019,EAQ,Otras Transferencias Federales Etiquetadas,0.00,0.00,
Campeche,2019,EATTFE,TOTAL DE TRANSFERENCIAS FEDERALES ETIQUETADAS,10550591035.00,11904764621.21,
Campeche,2019,EAR,INGRESOS DERIVADOS DE FINANCIAMIENTOS,0.00,0.00,
Campeche,2019,EAR1,Ingresos Derivados de Financiamientos,0.00,0.00,
Campeche,2019,EATOTAL,TOTAL DE LOS INGRESOS,21179763006.00,24208463752.93,
Chiapas,2019,EAA,Impuestos,1464453396.00,1478440205.00,
Chiapas,2019,EAB,Cuotas y Aportaciones de Seguridad Social,0.00,0.00,
Chiapas,2019,EAC,Contribuciones de Mejoras,0.00,0.00,
Chiapas,2019,EAD,Derechos,1318854130.00,1409278553.00,
