Estado,Año,Concepto,Aprobado,Devengado
"Ciudad de México","2020","Secretaria de Administracion y Finanzas","4146883247.00","4859317524.00"
"Ciudad de México","2020","Secretaria de Cultura","1437240551.00","977707535.00"
"Ciudad de México","2020","Secretaria de Desarrollo Economico","454229368.00","161101100.00"
"Ciudad de México","2020","Secretaria de Desarrollo Urbano y Vivienda","288585386.00","251577571.00"
"Ciudad de México","2020","Secretaria de Educacion, Ciencia, Tecnologia e Innovacion","2293843422.00","1123622382.00"
"Ciudad de México","2020","Secretaria de Gestion Integral de Riesgos y Proteccion Civil","145044587.00","134925606.00"
"Ciudad de México","2020","Secretaria de Gobierno","4993205977.00","4288916719.00"
"Ciudad de México","2020","Secretaria de Inclusion y Bienestar Social","2565753233.00","2395199693.00"
"Ciudad de México","2020","Secretaria de la Contraloria General","390541871.00","329590130.00"
"Ciudad de México","2020","Secretaria de Las Mujeres","226757892.00","225403445.00"
"Ciudad de México","2020","Secretaria de Movilidad","2074038258.00","1766871668.00"
"Ciudad de México","2020","Secretaria de Obras y Servicios","19425124200.00","18550882045.00"
"Ciudad de México","2020","Secretaria de Salud","11367045501.00","13281828288.00"
"Ciudad de México","2020","Secretaria de Seguridad Ciudadana","18255332999.00","17440169506.00"
"Ciudad de México","2020","Secretaria de Trabajo y Fomento Al Empleo","1009742052.00","1037653736.00"
"Ciudad de México","2020","Secretaria de Turismo","94004169.00","68819259.00"
"Ciudad de México","2020","Secretaria del Medio Ambiente","1243032934.00","1209946109.00"
"Ciudad de México","2020","Secretaría Ejecutiva del Mecanismo de Seguimiento y Evaluacion del Programa de Derechos Humanos de da CDMX","11992884.00","185690.00"
"Ciudad de México","2020","Servicio de Transportes Eléctricos","3542578988.00","2865337203.00"
"Ciudad de México","2020","Servicios de Salud Pública","5204664535.00","7355730666.00"
"Ciudad de México","2020","Sistema de Aguas de la Ciudad de México","15581074310.00","15370243835.00"
"Ciudad de México","2020","Sistema de Transporte Colectivo Metro","7339084591.00","8849773177.00"
"Ciudad de México","2020","Sistema para el Desarrollo Integral de la Familia","2533562296.00","1942520637.00"
"Ciudad de México","2020","Sistema Público de Radiodifusión de la Ciudad de México","119465334.00","65861733.00"
"Ciudad de México","2020","Tesorería","3992000000.00","3753587214.00"
"Ciudad de México","2020","Tribunal de Justicia Administrativa","515046942.00","473843186.00"
"Ciudad de México","2020","Tribunal Electoral","250949214.00","230873278.00"
"Ciudad de México","2020","Tribunal Superior de Justicia","6401904406.00","5887600660.00"
"Ciudad de México","2020","Universidad Autonoma de la Ciudad de Mexico","1342012682.00","1342012682.00"
"Ciudad de México","2020","Universidad de la Policía","113327044.00","152064792.00"
"Ciudad de México","2020","Universidad de la Salud","0.00","23443346.00"
"Ciudad de México","2020","TOTAL DEL GASTO","222043625613.00","213003335536.00"
"Ciudad de México","2019","Agencia de Atencion Animal","11725445.00","9083777.00"
"Ciudad de México","2019","Agencia de Proteccion Sanitaria","20965035.00","21456231.00"
"Ciudad de México","2019","Agencia Digital de Innovación Pública","0.00","217697490.00"
"Ciudad de México","2019","Alcaldía Álvaro Obregón","3197479115.00","3155727319.00"
"Ciudad de México","2019","Alcaldía Azcapotzalco","1928888205.00","1904912281.00"
"Ciudad de México","2019","Alcaldía Benito Juárez","2253811305.00","2365711373.00"
"Ciudad de México","2019","Alcaldía Coyoacán","2832735024.00","2737221053.00"
"Ciudad de México","2019","Alcaldía Cuajimalpa de Morelos","1738343926.00","1732735376.00"
"Ciudad de México","2019","Alcaldía Cuauhtémoc","3361110523.00","3355937067.00"
"Ciudad de México","2019","Alcaldía Gustavo A. Madero","4773661997.00","4907437941.00"
"Ciudad de México","2019","Alcaldía Iztacalco","2031034638.00","2088112485.00"
"Ciudad de México","2019","Alcaldía Iztapalapa","5853261734.00","6002694277.00"
"Ciudad de México","2019","Alcaldía La Magdalena Contreras","1699386808.00","1616139885.00"
"Ciudad de México","2019","Alcaldía Miguel Hidalgo","2430095675.00","2441212162.00"
"Ciudad de México","2019","Alcaldía Milpa Alta","1451839218.00","1459771764.00"
"Ciudad de México","2019","Alcaldía Tláhuac","1720275260.00","1717809785.00"
"Ciudad de México","2019","Alcaldía Tlalpan","2693504192.00","2574029027.00"
"Ciudad de México","2019","Alcaldía Venustiano Carranza","2796490287.00","2877648365.00"
"Ciudad de México","2019","Alcaldía Xochimilco","2056675493.00","1995690460.00"
"Ciudad de México","2019","Auditoria Superior de la Ciudad de Mexico","518094775.00","518094775.00"
"Ciudad de México","2019","Autoridad del Centro Histórico","46459841.00","114898317.00"
"Ciudad de México","2019","Caja de Previsión de la Policía Preventiva","79937741.00","2245237741.00"
"Ciudad de México","2019","Caja de Previsión para Trabajadores a Lista de Raya","1031895205.00","3321636904.00"
"Ciudad de México","2019","Centro de Comando, Control, Cómputo, Comunicaciones y Contacto Ciudadano","3180310311.00","2776649952.00"
"Ciudad de México","2019","Comisión Ejecutiva de Atención a Victímas de la Ciudad de México","0.00","2710264.00"
"Ciudad de México","2019","Comisión de Busqueda de Personas de la Ciudad de México","0.00","11086205.00"
"Ciudad de México","2019","Comision de Derechos Humanos","435447554.00","435447554.00"
"Ciudad de México","2019","Congreso de la Ciudad de Mexico","1766054290.00","1766054290.00"
"Ciudad de México","2019","Consejeria Juridica y de Servicios Legales","1587866299.00","1738103498.00"
"Ciudad de México","2019","Consejo de Evaluación del Desarrollo Social","25410795.00","29126203.00"
"Ciudad de México","2019","Consejo de la Judicatura","192514882.00","216138115.00"
"Ciudad de México","2019","Consejo para Prevenir y Eliminar la Discriminación","27189057.00","24534628.00"
"Ciudad de México","2019","Escuela de Administracioon Publica","61865210.00","44879576.00"
"Ciudad de México","2019","Fideicomiso de Promocion y Desarrollo del Cine Mexicano","0.00","13334538.00"
"Ciudad de México","2019","Fideicomiso de Recuperación Crediticia","13939696.00","5423885.00"
"Ciudad de México","2019","Fideicomiso del Centro Histórico","59334313.00","75646664.00"
"Ciudad de México","2019","Fideicomiso Educación Garantizada","1208446722.00","1612961215.00"
"Ciudad de México","2019","Fideicomiso Fondo de Apoyo a la Procuración de Justicia","2200000.00","5999814.00"
"Ciudad de México","2019","Fideicomiso Museo de Arte Popular Mexicano","21175714.00","26175714.00"
"Ciudad de México","2019","Fideicomiso Museo del Estanquillo","7142728.00","15142728.00"
"Ciudad de México","2019","Fideicomiso para el Fondo de Promoción para el Financiamiento
 del Transporte Público","7147300.00","29900000.00"
"Ciudad de México","2019","Fideicomiso para la Reconstrucción Integral de la Ciudad de México","0.00","592273598.00"
"Ciudad de México","2019","Fondo Ambiental Público","1193310326.00","1185358221.00"
"Ciudad de México","2019","Fondo Mixto de Promoción Turística","290985257.00","295154502.00"
"Ciudad de México","2019","Fondo para el Desarrollo Social","381212554.00","381074830.00"
"Ciudad de México","2019","Fondo para la Atención y Apoyo a las Víctimas del Delito","2336891.00","0.00"
"Ciudad de México","2019","Fondo para las Acciones de Reconstrucción y para Otras Previsiones","4012800983.00","0.00"
"Ciudad de México","2019","Fondo Público de Atención al Ciclista y al Peatón","50124216.00","59991279.00"
"Ciudad de México","2019","Heroico Cuerpo de Bomberos","1192515271.00","1117497561.00"
"Ciudad de México","2019","Instituto de Capacitación para el Trabajo","25819064.00","29633337.00"
"Ciudad de México","2019","Instituto de Educación Media Superior","1027324955.00","1000256986.00"
"Ciudad de México","2019","Instituto de Estudios Superiores de la Ciudad de México "Rosario
 Castellanos"","0.00","46028423.00"
"Ciudad de México","2019","Instituto de Formación Profesional","44704585.00","42515926.00"
"Ciudad de México","2019","Instituto de la Juventud","157326875.00","93150455.00"
"Ciudad de México","2019","Instituto de las Personas con Discapacidad","28290751.00","20329712.00"
"Ciudad de México","2019","Instituto de Transparencia, Acceso a la Informacion Publica, Proteccion de Datos Personales y Rendicion de Cuentas","143448360.00","142181065.00"
"Ciudad de México","2019","Instituto de Verificación Administrativa","433182956.00","300903074.00"
"Ciudad de México","2019","Instituto de Vivienda","2376814231.00","2684701068.00"
"Ciudad de México","2019","Instituto del Deporte","194913582.00","207627586.00"
"Ciudad de México","2019","Instituto Electoral","1425479792.00","1425479792.00"
"Ciudad de México","2019","Instituto Local de la Infraestructura Física Educativa","36690776.00","483541905.00"
"Ciudad de México","2019","Instituto para la Atención y Prevención de las Adicciones","103038690.00","56700528.00"
"Ciudad de México","2019","Instituto para la Seguridad de las Construcciones","127376454.00","117771247.00"
"Ciudad de México","2019","Jefatura de Gobierno","353383197.00","219745704.00"
"Ciudad de México","2019","Junta Local de Conciliacion y Arbitraje","410989790.00","470989790.00"
"Ciudad de México","2019","Mecanismo para la Protección Integral de Personas Defensoras
 de Derechos Humanos y Periodistas","12906153.00","13349569.00"
"Ciudad de México","2019","Metrobús","812264972.00","1587618862.00"
"Ciudad de México","2019","Órgano Regulador de Transporte","3199761985.00","2920732875.00"
"Ciudad de México","2019","Planta Productora de Mezclas Asfalticas","551860027.00","1272819896.00"
"Ciudad de México","2019","Policía Auxiliar","7153724211.00","7364873448.00"
"Ciudad de México","2019","Policía Bancaria e Industrial","4547840604.00","4706129373.00"
"Ciudad de México","2019","PROCDMX, S.A. de C.V.","16533344.00","15711658.00"
"Ciudad de México","2019","Procuraduría Ambiental y del Ordenamiento Territorial","120305869.00","116690021.00"
"Ciudad de México","2019","Procuraduría Social","419109013.00","404703300.00"
"Ciudad de México","2019","Red de Transporte de Pasajeros (RTP)","1921651419.00","2320712891.00"
"Ciudad de México","2019","Régimen de Protección Social en Salud","1266258247.00","140442129.00"
"Ciudad de México","2019","Secretaria de Administracion y Finanzas","4025993778.00","4224394671.00"
"Ciudad de México","2019","Secretaria de Cultura","924372646.00","1089743725.00"
"Ciudad de México","2019","Secretaria de Desarrollo Economico","543094107.00","216713593.00"
"Ciudad de México","2019","Secretaria de Desarrollo Urbano y Vivienda","339383230.00","269921084.00"
"Ciudad de México","2019","Secretaria de Educacion, Ciencia, Tecnologia e Innovacion","1843843422.00","1355390314.00"
"Ciudad de México","2019","Secretaria de Gestion Integral de Riesgos y Proteccion Civil","183007983.00","141881246.00"
"Ciudad de México","2019","Secretaria de Gobierno","4875572456.00","4812779484.00"
"Ciudad de México","2019","Secretaria de Inclusion y Bienestar Social","5832317631.00","7424653886.00"
"Ciudad de México","2019","Secretaria de la Contraloria General","471835311.00","322839994.00"
"Ciudad de México","2019","Secretaria de Las Mujeres","236065403.00","268302883.00"
"Ciudad de México","2019","Secretaria de Movilidad","2457831807.00","1983518232.00"
"Ciudad de México","2019","Secretaria de Obras y Servicios","18126361371.00","18118905453.00"
"Ciudad de México","2019","Secretaría de Pueblos y Barrios Originarios y Comunidades
 Indígenas Residentes"","167199983.00","152767011.00"
"Ciudad de México","2019","Secretaria de Salud","10634909128.00","10494686172.00"
"Ciudad de México","2019","Secretaria de Seguridad Ciudadana","17497387566.00","18285125415.00"
"Ciudad de México","2019","Secretaria de Trabajo y Fomento Al Empleo","1124355150.00","840340822.00"
"Ciudad de México","2019","Secretaria de Turismo","102192650.00","89293818.00"
"Ciudad de México","2019","Secretaria del Medio Ambiente","1416714311.00","2374624148.00"
"Ciudad de México","2019","Secretaría Ejecutiva del Mecanismo de Seguimiento y Evaluacion del Programa de Derechos Humanos de da CDMX","0.00","10521516.00"
"Ciudad de México","2019","Servicio de Transportes Eléctricos","1842219669.00","1929537843.00"
"Ciudad de México","2019","Servicios de Salud Pública","5385917783.00","6102073986.00"
"Ciudad de México","2019","Sistema de Aguas de la Ciudad de México","17063804467.00","17764494620.00"
"Ciudad de México","2019","Sistema de Transporte Colectivo Metro","7371882322.00","9168819926.00"
"Ciudad de México","2019","Sistema para el Desarrollo Integral de la Familia","2683485142.00","3031118845.00"
"Ciudad de México","2019","Sistema Público de Radiodifusión de la Ciudad de México","126219835.00","110427034.00"
"Ciudad de México","2019","Tesorería","3992000000.00","3331184333.00"
"Ciudad de México","2019","Tribunal de Justicia Administrativa","515046942.00","515046942.00"
"Ciudad de México","2019","Tribunal Electoral","250949214.00","250949214.00"
"Ciudad de México","2019","Tribunal Superior de Justicia","5889693672.00","6451817433.00"
"Ciudad de México","2019","Universidad Autonoma de la Ciudad de Mexico","1341870037.00","1342185352.00"
"Ciudad de México","2019","Universidad de la Policía","116902263.00","107898066.00"
"Ciudad de México","2019","TOTAL DEL GASTO","220853812107.00","230640525640.00"
"Ciudad de México","2018","Alcaldías","40577990375.00","42022606200.00"
"Ciudad de México","2018","Auditoria Superior de la Ciudad de Mexico","745094775.00","725189377.00"
"Ciudad de México","2018","Comision de Derechos Humanos","435447554.00","445447554.00"
"Ciudad de México","2018","Congreso de la Ciudad de Mexico","2366054290.00","2366054290.00"
"Ciudad de México","2018","Consejeria Juridica y de Servicios Legales","1626227406.00","1985582158.00"
"Ciudad de México","2018","Consejo de la Judicatura","213514882.00","229514882.00"
"Ciudad de México","2018","Entidades Paraestatales Empresariales No Financieras con Participacion Estatal Mayoritaria*","15726843.00","14949089.00"
"Ciudad de México","2018","Entidades y Fideicomisos Publicos No Empresariales y No Financieros*","32238192195.00","38794573686.00"
"Ciudad de México","2018","Instituciones Publicas de Seguridad Social*","1120585730.00","1120543336.00"
"Ciudad de México","2018","Instituto de Transparencia, Acceso a la Informacion Publica, Proteccion de Datos Personales y Rendicion de Cuentas","143448360.00","124241370.00"
"Ciudad de México","2018","Instituto Electoral","2028180768.00","2028180768.00"
"Ciudad de México","2018","Jefatura de Gobierno","227473950.00","199608224.00"
"Ciudad de México","2018","Junta Local de Conciliacion y Arbitraje","432620832.00","482520832.00"
"Ciudad de México","2018","Oficialia Mayor","781142173.00","958642833.00"
"Ciudad de México","2018","Organos desconcentrados","36256099764.00","36863315027.00"
"Ciudad de México","2018","Otras","17167116392.00","10209018538.00"
"Ciudad de México","2018","Secretaria de Administracion y Finanzas","4052858830.00","4639827103.00"
"Ciudad de México","2018","Secretaria de Cultura","690904046.00","665538042.00"
"Ciudad de México","2018","Secretaria de Desarrollo Economico","310589574.00","359884763.00"
"Ciudad de México","2018","Secretaria de Desarrollo Urbano y Vivienda","276935383.00","439887345.00"
"Ciudad de México","2018","Secretaria de Educacion, Ciencia, Tecnologia e Innovacion","1287623168.00","1083564679.00"
"Ciudad de México","2018","Secretaria de Gestion Integral de Riesgos y Proteccion Civil","173749803.00","139604125.00"
"Ciudad de México","2018","Secretaria de Gobierno","4234702388.00","4729658779.00"
"Ciudad de México","2018","Secretaria de Inclusion y Bienestar Social","11035713106.00","11225816421.00"
"Ciudad de México","2018","Secretaria de la Contraloria General","570888337.00","485062182.00"
"Ciudad de México","2018","Secretaria de Movilidad","1834784123.00","2165037529.00"
"Ciudad de México","2018","Secretaria de Obras y Servicios","4898048539.00","12022913991.00"
"Ciudad de México","2018","Secretaría de Pueblos y Barrios Originarios y Comunidades
 Indígenas Residentes"","245714170.00","543857675.00"
"Ciudad de México","2018","Secretaria de Salud","9953019851.00","12139989387.00"
"Ciudad de México","2018","Secretaria de Seguridad Ciudadana","17660683240.00","19335467146.00"
"Ciudad de México","2018","Secretaria de Trabajo y Fomento Al Empleo","955996244.00","705517253.00"
"Ciudad de México","2018","Secretaria de Turismo","100000000.00","92335348.00"
"Ciudad de México","2018","Secretaria del Medio Ambiente","1069253117.00","1505890730.00"
"Ciudad de México","2018","Tribunal de Justicia Administrativa","515046942.00","525046942.00"
"Ciudad de México","2018","Tribunal Electoral","336233978.00","345233978.00"
"Ciudad de México","2018","Tribunal Superior de Justicia","5889693672.00","6401904406.00"
"Ciudad de México","2018","Universidad Autonoma de la Ciudad de Mexico","1341870037.00","1342012682.00"
"Ciudad de México","2018","TOTAL DEL GASTO","210877597197.00","226357090876.00"
"Durango","2022","Despacho del Ejecutivo","209843330.00","249326794.96"
"Durango","2022","Secretaría General de Gobierno","199444191.00","206346612.65"
"Durango","2022","Secretaría de Finanzas y de Administración","508440756.00","474041891.53"
"Durango","2022","Secretaría de Comunicaciones y Obras Públicas","982421957.00","972596100.46"
"Durango","2022","Secretaría de Desarrollo Económico","33018923.00","64060842.82"
"Durango","2022","Secretaría de Agricultura Ganadería y Desarrollo Rural","125672632.00","114648767.93"
"Durango","2022","Secretaría de Educación","11677920700.00","12993748800.82"
"Durango","2022","Secretaría de Contraloría","63859128.00","62373391.05"
"Durango","2022","Secretaría de Recursos Naturales y Medio Ambiente","42516701.00","59427862.31"
"Durango","2022","Secretaría de Seguridad Pública","819148455.00","964038142.84"
"Durango","2022","Secretaría de Desarrollo Social","209634905.00","139294630.36"
"Durango","2022","Fiscalía General del Estado","586111180.00","599552788.63"
"Durango","2022","Secretaría de Turismo","38487306.00","149350584.81"
"Durango","2022","Secretaría del Trabajo y Previsión Social","44691201.00","43512498.63"
"Durango","2022","Erogaciones A Nivel Gobierno","2838663802.00","2012987485.91"
"Durango","2022","Ramos Generales","7818457848.00","7798665287.65"
"Durango","2022","Poder Legislativo","391492060.00","422972469.46"
"Durango","2022","Poder Judicial","471962986.00","465295116.18"
"Durango","2022","Organismos Autónomos","2250084518.00","2491623329.17"
"Durango","2022","Entidades Paraestatales y Fideicomisos No Empresariales y No Financieros","5947571859.00","8681522145.24"
"Durango","2022","Entidades Paraestatales Empresariales No Financieros con Participación Estatal Mayoritaria","6795777.00","8113250.00"
"Durango","2022","Instituciones Pœblicas de la Seguridad Social","553532601.00","629811986.57"
"Durango","2022","TOTAL DEL GASTO","35819772816.00","39603310779.98"
"Durango","2021","DESPACHO DEL EJECUTIVO","179242259.00","297115653.42"
"Durango","2021","SECRETARÍA GENERAL DE GOBIERNO","180339999.00","226731098.26"
"Durango","2021","SECRETARÍA DE FINANZAS Y DE ADMINISTRACIÓN","493684291.00","524970062.74"
"Durango","2021","SECRETARÍA DE COMUNICACIONES Y OBRAS PÚBLICAS","876363176.00","1689416842.86"
"Durango","2021","SECRETARÍA DE DESARROLLO ECONÓMICO","30487440.00","148401769.45"
"Durango","2021","SECRETARÍA DE AGRICULTURA GANADERÍA Y DESARROLLO RURAL","152290671.00","371394460.51"
"Durango","2021","SECRETARÍA DE EDUCACIÓN","11672671349.00","11798086780.11"
"Durango","2021","SECRETARÍA DE CONTRALORÍA","56957116.00","62609462.33"
"Durango","2021","SECRETARÍA DE RECURSOS NATURALES Y MEDIO AMBIENTE","54528217.00","84898192.58"
"Durango","2021","SECRETARÍA DE SEGURIDAD PÚBLICA","914302576.00","1036147753.23"
"Durango","2021","SECRETARÍA DE DESARROLLO SOCIAL","356318566.00","437928465.89"
"Durango","2021","FISCALÍA GENERAL DEL ESTADO","567317839.00","636792488.27"
"Durango","2021","SECRETARÍA DE TURISMO","45916859.00","74057924.17"
"Durango","2021","SECRETARÍA DEL TRABAJO Y PREVISIÓN SOCIAL","39195927.00","46865920.77"
"Durango","2021","EROGACIONES A NIVEL GOBIERNO","2049446546.00","2087205076.82"
"Durango","2021","RAMOS GENERALES","6297977391.00","7117643952.97"
"Durango","2021","PODER LEGISLATIVO","309179614.00","376596878.63"
"Durango","2021","PODER JUDICIAL","442300000.00","442300000.00"
"Durango","2021","ORGANISMOS AUTÓNOMOS","2034994648.00","2409785521.27"
"Durango","2021","ENTIDADES PARAESTATALES Y FIDEICOMISOS NO EMPRESARIALES Y NO FINANCIEROS","5996642129.00","8769756483.00"
"Durango","2021","ENTIDADES PARAESTATALES EMPRESARIALES NO FINANCIEROS CON PARTICIPACIÓN ESTATAL MAYORITARIA","21512420.00","29083377.27"
"Durango","2021","INSTITUCIONES PŒBLICAS DE LA SEGURIDAD SOCIAL","503021815.00","423857738.53"
"Durango","2021","TOTAL DEL GASTO","33274690848.00","39091645903.08"
"Durango","2020","DESPACHO DEL EJECUTIVO","186837949.00","361213521.00"
"Durango","2020","SECRETARÍA GENERAL DE GOBIERNO","170808712.00","229126470.00"
"Durango","2020","SECRETARÍA DE FINANZAS Y DE ADMINISTRACIÓN","495673335.00","505083098.00"
"Durango","2020","SECRETARÍA DE COMUNICACIONES Y OBRAS PÚBLICAS","1394748479.00","978660865.00"
"Durango","2020","SECRETARÍA DE DESARROLLO ECONÓMICO","58628256.00","139829005.00"
"Durango","2020","SECRETARÍA DE AGRICULTURA GANADERÍA Y DESARROLLO RURAL","189747763.00","391124361.00"
"Durango","2020","SECRETARÍA DE EDUCACIÓN","10920088746.00","11456888848.00"
"Durango","2020","SECRETARÍA DE CONTRALORÍA","55487914.00","58201476.00"
"Durango","2020","SECRETARÍA DE RECURSOS NATURALES Y MEDIO AMBIENTE","131736624.00","108553894.00"
"Durango","2020","SECRETARÍA DE SEGURIDAD PÚBLICA","890485892.00","1046113088.00"
"Durango","2020","SECRETARÍA DE DESARROLLO SOCIAL","278960755.00","416676808.00"
"Durango","2020","FISCALÍA GENERAL DEL ESTADO","553959722.00","600154253.00"
"Durango","2020","SECRETARÍA DE TURISMO","28406370.00","61979249.00"
"Durango","2020","SECRETARÍA DEL TRABAJO Y PREVISIÓN SOCIAL","46398622.00","57670609.00"
"Durango","2020","EROGACIONES A NIVEL GOBIERNO","1907640483.00","1866194664.00"
"Durango","2020","RAMOS GENERALES","6669694735.00","7226630749.00"
"Durango","2020","PODER LEGISLATIVO","296275235.00","356591815.00"
"Durango","2020","PODER JUDICIAL","455166894.00","471842156.00"
"Durango","2020","ORGANISMOS AUTÓNOMOS","1930618743.00","1992560010.00"
"Durango","2020","ENTIDADES PARAESTATALES Y FIDEICOMISOS NO EMPRESARIALES Y NO FINANCIEROS","5942250572.00","7901299712.00"
"Durango","2020","ENTIDADES PARAESTATALES EMPRESARIALES NO FINANCIEROS CON PARTICIPACIÓN ESTATAL MAYORITARIA","51775615.00","44752677.00"
"Durango","2020","INSTITUCIONES PŒBLICAS DE LA SEGURIDAD SOCIAL","475849939.00","467756569.00"
"Durango","2020","TOTAL DEL GASTO","33131241355.00","36738903897.00"
"Durango","2019","DESPACHO DEL EJECUTIVO","200179586.00","363859854.31"
"Durango","2019","SECRETARÍA GENERAL DE GOBIERNO","151869047.00","222333964.28"
"Durango","2019","SECRETARÍA DE FINANZAS Y DE ADMINISTRACIÓN","467520079.00","551712600.78"
"Durango","2019","SECRETARÍA DE COMUNICACIONES Y OBRAS PÚBLICAS","586212435.00","1223798251.19"
"Durango","2019","SECRETARÍA DE DESARROLLO ECONÓMICO","55698362.00","276169134.69"
"Durango","2019","SECRETARÍA DE AGRICULTURA GANADERÍA Y DESARROLLO RURAL","125484213.00","431730775.95"
"Durango","2019","SECRETARÍA DE EDUCACIÓN","10618654653.00","11433460650.57"
"Durango","2019","SECRETARÍA DE CONTRALORÍA","53171483.00","60017970.44"
"Durango","2019","SECRETARÍA DE RECURSOS NATURALES Y MEDIO AMBIENTE","91742787.00","84208395.38"
"Durango","2019","SECRETARÍA DE SEGURIDAD PÚBLICA","689968883.00","960933809.85"
"Durango","2019","SECRETARÍA DE DESARROLLO SOCIAL","213759469.00","323669487.80"
"Durango","2019","FISCALÍA GENERAL DEL ESTADO","510837694.00","618566516.96"
"Durango","2019","SECRETARÍA DE TURISMO","20417079.00","79100596.61"
"Durango","2019","SECRETARÍA DEL TRABAJO Y PREVISIÓN SOCIAL","49218444.00","43239598.32"
"Durango","2019","EROGACIONES A NIVEL GOBIERNO","1460142230.00","1975140387.88"
"Durango","2019","RAMOS GENERALES","6484355771.00","6795214686.86"
"Durango","2019","PODER LEGISLATIVO","297402421.00","335650592.00"
"Durango","2019","PODER JUDICIAL","449719507.00","449719507.00"
"Durango","2019","ORGANISMOS AUTÓNOMOS","1927266996.00","2011632640.60"
"Durango","2019","ENTIDADES PARAESTATALES Y FIDEICOMISOS NO EMPRESARIALES Y NO FINANCIEROS","6721281603.00","8090126001.80"
"Durango","2019","ENTIDADES PARAESTATALES EMPRESARIALES NO FINANCIEROS CON PARTICIPACIÓN ESTATAL MAYORITARIA","51775615.00","107256588.56"
"Durango","2019","INSTITUCIONES PŒBLICAS DE LA SEGURIDAD SOCIAL","454513175.00","324274345.71"
"Durango","2019","TOTAL DEL GASTO","31681191532.00","36761816357.54"
"Durango","2018","DESPACHO DEL EJECUTIVO","187785776.00","322206432.00"
"Durango","2018","SECRETARÍA GENERAL DE GOBIERNO","156723619.00","224612289.00"
"Durango","2018","SECRETARÍA DE FINANZAS Y DE ADMINISTRACIÓN","435591277.00","553133568.00"
"Durango","2018","SECRETARÍA DE COMUNICACIONES Y OBRAS PÚBLICAS","2322765828.00","2284256281.00"
"Durango","2018","SECRETARÍA DE DESARROLLO ECONÓMICO","57531233.00","213594635.00"
"Durango","2018","SECRETARÍA DE AGRICULTURA GANADERÍA Y DESARROLLO RURAL","132916868.00","479561097.00"
"Durango","2018","SECRETARÍA DE EDUCACIÓN","10363381919.00","11314428503.00"
"Durango","2018","SECRETARÍA DE CONTRALORÍA","44841038.00","51722916.00"
"Durango","2018","SECRETARÍA DE RECURSOS NATURALES Y MEDIO AMBIENTE","101232527.00","105774690.00"
"Durango","2018","SECRETARÍA DE SEGURIDAD PÚBLICA","623147891.00","901839666.00"
"Durango","2018","SECRETARÍA DE DESARROLLO SOCIAL","120481166.00","317612584.00"
"Durango","2018","FISCALÍA GENERAL DEL ESTADO","483233083.00","569095544.00"
"Durango","2018","SECRETARÍA DE TURISMO","28700157.00","67740919.00"
"Durango","2018","SECRETARÍA DEL TRABAJO Y PREVISIÓN SOCIAL","39270918.00","39450058.00"
"Durango","2018","EROGACIONES A NIVEL GOBIERNO","1360410649.00","1957345793.00"
"Durango","2018","RAMOS GENERALES","5873922268.00","5926906352.00"
"Durango","2018","PODER LEGISLATIVO","277003270.00","297590470.00"
"Durango","2018","PODER JUDICIAL","417700529.00","417700516.00"
"Durango","2018","ORGANISMOS AUTÓNOMOS","1815540775.00","1904426878.00"
"Durango","2018","ENTIDADES PARAESTATALES Y FIDEICOMISOS NO EMPRESARIALES Y NO FINANCIEROS","6367390958.00","8635168034.00"
"Durango","2018","ENTIDADES PARAESTATALES EMPRESARIALES NO FINANCIEROS CON PARTICIPACIÓN ESTATAL MAYORITARIA","49103812.00","105173527.00"
"Durango","2018","INSTITUCIONES PŒBLICAS DE LA SEGURIDAD SOCIAL","390000000.00","395301493.90"
"Durango","2018","TOTAL DEL GASTO","31648675561.00","37084642245.90"
"Guanajuato","2022","GUBERNATURA","339540870.82","397186439.46"
"Guanajuato","2022","SECRETARÍA DE GOBIERNO","2252497415.49","1800987391.83"
"Guanajuato","2022","SECRETARÍA DE DESARROLLO SOCIAL Y HUMANO","913087867.23","2090831480.78"
"Guanajuato","2022","SECRETARÍA DE FINANZAS, INVERSIÓN Y ADMINISTRACIÓN","1680946031.84","1539081323.75"
"Guanajuato","2022","SECRETARÍA DE SEGURIDAD PÚBLICA","5272412418.10","5202762999.13"
"Guanajuato","2022","08 SECRETARÍA DE DESARROLLO AGROALIMENTARIO Y RURAL","639484527.60","893166624.96"
"Guanajuato","2022","SECRETARÍA DE DESARROLLO ECONÓMICO SUSTENTABLE","639566584.16","1268025016.64"
"Guanajuato","2022","SECRETARÍA DE EDUCACIÓN","25112990270.75","27029786182.36"
"Guanajuato","2022","SECRETARÍA DE SALUD","153216.00","0.00"
"Guanajuato","2022","SECRETARÍA DE INFRAESTRUCTURA CONECTIVIDAD Y MOVILIDAD","678345063.41","1829519224.78"
"Guanajuato","2022","SECRETARÍA DE TURISMO","227703538.68","556770709.85"
"Guanajuato","2022","SECRETARÍA DE LA TRANSPARENCIA Y RENDICIÓN DE CUENTAS","169181148.53","182130995.80"
"Guanajuato","2022","SECRETARÍA DE MEDIO AMBIENTE Y ORDENAMIENTO TERRITORIAL","160250238.75","222679426.18"
"Guanajuato","2022","SECRETARÍA DEL MIGRANTE Y ENLACE INTERNACIONAL","39000718.79","35720764.54"
"Guanajuato","2022","PROVISIONES SALARIALES Y ECONÓMICAS","3498490205.84","0.00"
