Municipio,Año,Código,Concepto,Aprobado,Devengado, 
Mexicali,2018,COG16,Previsiones,41316952.68,0.00,
Mexicali,2018,COG17,Pago de Estímulos a Servidores Públicos,587500.00,539000.00,
Mexicali,2018,COG02,Materiales y Suministros           ,270180559.10,254523530.66,
Mexicali,2018,COG21,"Materiales de Administración, Emisión de Documentos y Artículos Oficiales",9572149.28,9110730.14,
Mexicali,2018,COG22,Alimentos y Utensilios,2318905.00,1955249.51,
Mexicali,2018,COG23,Materias Primas y Materiales de Producción y Comercialización,306392.50,209010.00,
Mexicali,2018,COG24,Materiales y Artículos de Construcción y Reparación,32200911.57,24395459.79,
Mexicali,2018,COG25,"Productos Químicos, Farmacéuticos y de Laboratorio",6024188.35,6146752.94,
Mexicali,2018,COG26,"Combustibles, Lubricantes y Aditivos",170669904.34,158801540.50,
Mexicali,2018,COG27,"Vestuarios, Blancos, Prendas de protección y Artículos Deportivos",11624883.80,18946241.80,
Mexicali,2018,COG28,Materiales y Suministros para Seguridad,149990.00,91257.20,
Mexicali,2018,COG29,"Herramientas, Refacciones y Accesorios Menores",37313234.26,34867288.78,
Mexicali,2018,COG03,Servicios Generales                ,425974468.44,389443026.01,
Mexicali,2018,COG31,Servicios Básicos,171235396.95,120679422.59,
Mexicali,2018,COG32,Servicios de Arrendamiento,62365194.47,73612485.77,
Mexicali,2018,COG33,"Servicios Profesionales, Científicos, Técnicos y Otros Servicios",41605764.45,42933647.01,
Mexicali,2018,COG34,"Servicios Financieros, Bancarios y Comerciales",27189000.00,15623418.25,
Mexicali,2018,COG35,"Servicios de Instalación, Reparación, Mantenimiento y Conservación",89264782.55,107413284.01,
Mexicali,2018,COG36,Servicios de Comunicación Social y Publicidad,19953000.92,17034066.17,
Mexicali,2018,COG37,Servicios de Traslados y Viáticos,4841453.70,3346098.17,
Mexicali,2018,COG38,Servicios Oficiales,5882310.88,4746404.32,
Mexicali,2018,COG39,Otros Servicios Generales,3637564.52,4054199.72,
Mexicali,2018,COG04,"Transferencias, Asignaciones, Subsidios y Otras Ayudas",154420493.00,172038302.94,
Mexicali,2018,COG41,Transferencias Internas y Asignaciones del Sector Público,113390000.00,130151736.04,
Mexicali,2018,COG42,Transferencias al Resto del Sector Público,0.00,0.00,
Mexicali,2018,COG43,Subsidios y Subvenciones,0.00,0.00,
Mexicali,2018,COG44,Ayudas Sociales,40880493.00,41886566.90,
Mexicali,2018,COG45,Pensiones y Jubilaciones,0.00,0.00,
Mexicali,2018,COG46,"Transferencias a Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,
Mexicali,2018,COG47,Transferencias a la Seguridad Social,0.00,0.00,
Mexicali,2018,COG48,Donativos,150000.00,0.00,
Mexicali,2018,COG49,Transferencias al Exterior,0.00,0.00,
Mexicali,2018,COG05,"Bienes Muebles, Inmuebles e Intangibles",16007444.09,62785164.23,
Mexicali,2018,COG51,Mobiliario y Equipo de Administración,1100127.09,7010494.19,
Mexicali,2018,COG52,Mobiliario y Equipo Educacional y Recreativo,305050.00,767124.62,
Mexicali,2018,COG53,Equipo e Instrumental Médico y de Laboratorio,0.00,54520.00,
Mexicali,2018,COG54,Vehículos y Equipo de Transporte,2570000.00,32164016.67,
Mexicali,2018,COG55,Equipo de Defensa y Seguridad,0.00,0.00,
Mexicali,2018,COG56,"Maquinaria, Otros Equipos y Herramientas",11852267.00,22179262.92,
Mexicali,2018,COG57,Activos Biológicos,0.00,0.00,
Mexicali,2018,COG58,Bienes Inmuebles,0.00,0.00,
Mexicali,2018,COG59,Activos Intangibles,180000.00,609745.83,
Mexicali,2018,COG06,Inversión Pública                  ,126485742.44,268841831.43,
Mexicali,2018,COG61,Obra Pública en Bienes de Dominio Público,126485742.44,234582371.78,
Mexicali,2018,COG62,Obra Pública en Bienes Propios,0.00,34259459.65,
Mexicali,2018,COG63,Proyectos Productivos y Acciones de Fomento,0.00,0.00,
Mexicali,2018,COG07,Inversiones Financieras y Otras Provisiones,91991600.00,59553.77,
Mexicali,2018,COG71,Inversiones para el Fomento de Actividades Productivas,0.00,0.00,
Mexicali,2018,COG72,Acciones y Participaciones de Capital,0.00,0.00,
Mexicali,2018,COG73,Compra de Títulos y Valores,0.00,0.00,
Mexicali,2018,COG74,Concesión de Préstamos,0.00,0.00,
Mexicali,2018,COG75,"Inversiones de Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,
Mexicali,2018,COG76,Otras Inversiones Financieras,0.00,0.00,
Mexicali,2018,COG78,Provisiones para Contingencias y Otras Erogaciones Especiales,91991600.00,59553.77,
Mexicali,2018,COG08,Participaciones y Aportaciones     ,0.00,0.00,
Mexicali,2018,COG81,Participaciones,0.00,0.00,
Mexicali,2018,COG82,Aportaciones,0.00,0.00,
Mexicali,2018,COG83,Convenios,0.00,0.00,
Mexicali,2018,COG09,Deuda Pública                      ,161229822.44,150524114.47,
Mexicali,2018,COG91,Amortización de la Deuda Pública,42609427.22,40451774.94,
Mexicali,2018,COG92,Intereses de la Deuda Pública,113267733.22,108243940.41,
Mexicali,2018,COG93,Comisiones de la Deuda Pública,0.00,0.00,
Mexicali,2018,COG94,Gastos de la Deuda Pública,3352662.00,1808444.12,
Mexicali,2018,COG95,Costo por Coberturas,0.00,0.00,
Mexicali,2018,COG96,Apoyos Financieros,0.00,0.00,
Mexicali,2018,COG97,Adeudos de Ejercicios Fiscales Anteriores (ADEFAS)1,2000000.00,19955.00,
Mexicali,2018,COGTOT,Total del Gasto,3801984929.73,3770153458.73,
Monterrey,2018,COG01, Servicios Personales               ,1918755444.25,1738670444.22,
Monterrey,2018,COG11,Remuneraciones al Personal  de Carácter Permanente,1190392849.05,851299614.22,
Monterrey,2018,COG12,Remuneraciones al Personal  de Carácter Transitorio,88643038.56,56833231.23,
Monterrey,2018,COG13,Remuneraciones Adicionales y Especiales,293308926.41,262534266.60,
Monterrey,2018,COG14,Seguridad Social,42991568.52,34072997.75,
Monterrey,2018,COG15,Otras Prestaciones Sociales y Económicas,285923061.73,518239804.42,
Monterrey,2018,COG16,Previsiones,0.00,0.00,
Monterrey,2018,COG17,Pago de Estímulos a Servidores Públicos,17495999.98,15690530.00,
Monterrey,2018,COG02,Materiales y Suministros           ,706384931.52,680052087.33,
Monterrey,2018,COG21,"Materiales de Administración, Emisión de Documentos y Artículos Oficiales",24976876.85,25455208.94,
Monterrey,2018,COG22,Alimentos y Utensilios,12402125.83,19580727.27,
Monterrey,2018,COG23,Materias Primas y Materiales de Producción y Comercialización,0.00,0.00,
Monterrey,2018,COG24,Materiales y Artículos de Construcción y Reparación,159421044.54,163395275.15,
Monterrey,2018,COG25,"Productos Químicos, Farmacéuticos y de Laboratorio",193237748.61,219948027.27,
Monterrey,2018,COG26,"Combustibles, Lubricantes y Aditivos",104151332.19,172423773.14,
Monterrey,2018,COG27,"Vestuarios, Blancos, Prendas de protección y Artículos Deportivos",43653392.15,43073322.52,
Monterrey,2018,COG28,Materiales y Suministros para Seguridad,104893895.93,4123343.48,
Monterrey,2018,COG29,"Herramientas, Refacciones y Accesorios Menores",63648515.42,32052409.56,
Monterrey,2018,COG03,Servicios Generales                ,1298781759.96,1468189963.87,
Monterrey,2018,COG31,Servicios Básicos,296785619.18,228373046.44,
Monterrey,2018,COG32,Servicios de Arrendamiento,108003908.64,98720748.21,
Monterrey,2018,COG33,"Servicios Profesionales, Científicos, Técnicos y Otros Servicios",359871756.64,417862655.90,
Monterrey,2018,COG34,"Servicios Financieros, Bancarios y Comerciales",58222742.79,76565533.76,
Monterrey,2018,COG35,"Servicios de Instalación, Reparación, Mantenimiento y Conservación",293484055.57,414210596.46,
Monterrey,2018,COG36,Servicios de Comunicación Social y Publicidad,94875490.05,85687590.24,
Monterrey,2018,COG37,Servicios de Traslados y Viáticos,2289103.82,1649331.76,
Monterrey,2018,COG38,Servicios Oficiales,12550162.69,16369269.46,
Monterrey,2018,COG39,Otros Servicios Generales,72698920.58,128751191.64,
Monterrey,2018,COG04,"Transferencias, Asignaciones, Subsidios y Otras Ayudas",713018646.28,746651779.93,
Monterrey,2018,COG41,Transferencias Internas y Asignaciones del Sector Público,0.00,0.00,
Monterrey,2018,COG42,Transferencias al Resto del Sector Público,23900000.00,47010994.62,
Monterrey,2018,COG43,Subsidios y Subvenciones,6500000.00,5100000.00,
Monterrey,2018,COG44,Ayudas Sociales,60491638.79,107488205.20,
Monterrey,2018,COG45,Pensiones y Jubilaciones,482127007.49,467052580.11,
Monterrey,2018,COG46,"Transferencias a Fideicomisos, Mandatos y Otros Análogos",140000000.00,120000000.00,
Monterrey,2018,COG47,Transferencias a la Seguridad Social,0.00,0.00,
Monterrey,2018,COG48,Donativos,0.00,0.00,
Monterrey,2018,COG49,Transferencias al Exterior,0.00,0.00,
Monterrey,2018,COG05,"Bienes Muebles, Inmuebles e Intangibles",39638086.04,340980619.85,
Monterrey,2018,COG51,Mobiliario y Equipo de Administración,12000000.00,16846561.22,
Monterrey,2018,COG52,Mobiliario y Equipo Educacional y Recreativo,100000.00,786635.44,
Monterrey,2018,COG53,Equipo e Instrumental Médico y de Laboratorio,0.00,20938463.70,
Monterrey,2018,COG54,Vehículos y Equipo de Transporte,0.00,28563542.67,
Monterrey,2018,COG55,Equipo de Defensa y Seguridad,0.00,245542063.64,
Monterrey,2018,COG56,"Maquinaria, Otros Equipos y Herramientas",10093942.01,27344473.98,
Monterrey,2018,COG57,Activos Biológicos,0.00,0.00,
Monterrey,2018,COG58,Bienes Inmuebles,0.00,0.00,
Monterrey,2018,COG59,Activos Intangibles,17444144.03,958879.20,
Monterrey,2018,COG06,Inversión Pública                  ,912660767.74,1018090209.14,
Monterrey,2018,COG61,Obra Pública en Bienes de Dominio Público,877368767.74,995946700.28,
Monterrey,2018,COG62,Obra Pública en Bienes Propios,15292000.00,856457.14,
Monterrey,2018,COG63,Proyectos Productivos y Acciones de Fomento,20000000.00,21287051.72,
Monterrey,2018,COG07,Inversiones Financieras y Otras Provisiones,0.00,0.00,
Monterrey,2018,COG71,Inversiones para el Fomento de Actividades Productivas,0.00,0.00,
Monterrey,2018,COG72,Acciones y Participaciones de Capital,0.00,0.00,
Monterrey,2018,COG73,Compra de Títulos y Valores,0.00,0.00,
Monterrey,2018,COG74,Concesión de Préstamos,0.00,0.00,
Monterrey,2018,COG75,"Inversiones de Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,
Monterrey,2018,COG76,Otras Inversiones Financieras,0.00,0.00,
Monterrey,2018,COG78,Provisiones para Contingencias y Otras Erogaciones Especiales,0.00,0.00,
Monterrey,2018,COG08,Participaciones y Aportaciones     ,15272562.90,27501776.20,
Monterrey,2018,COG81,Participaciones,0.00,0.00,
Monterrey,2018,COG82,Aportaciones,0.00,0.00,
Monterrey,2018,COG83,Convenios,15272562.90,27501776.20,
Monterrey,2018,COG09,Deuda Pública                      ,208543264.84,598097780.18,
Monterrey,2018,COG91,Amortización de la Deuda Pública,18332983.27,68906672.15,
Monterrey,2018,COG92,Intereses de la Deuda Pública,190210281.57,181244147.56,
Monterrey,2018,COG93,Comisiones de la Deuda Pública,0.00,0.00,
Monterrey,2018,COG94,Gastos de la Deuda Pública,0.00,2652556.24,
Monterrey,2018,COG95,Costo por Coberturas,0.00,0.00,
Monterrey,2018,COG96,Apoyos Financieros,0.00,0.00,
Monterrey,2018,COG97,Adeudos de Ejercicios Fiscales Anteriores (ADEFAS)1,0.00,345294404.23,
Monterrey,2018,COGTOT,Total del Gasto,5813055463.53,6618234660.72,
Morelia,2018,COG01, Servicios Personales               ,999999996.63,976869272.09,
Morelia,2018,COG11,Remuneraciones al Personal  de Carácter Permanente,431111309.55,450740660.37,
Morelia,2018,COG12,Remuneraciones al Personal  de Carácter Transitorio,63452505.96,42616143.59,
Morelia,2018,COG13,Remuneraciones Adicionales y Especiales,152178497.67,168314159.41,
Morelia,2018,COG14,Seguridad Social,138380554.88,120307461.90,
Morelia,2018,COG15,Otras Prestaciones Sociales y Económicas,185310830.41,188741243.01,
Morelia,2018,COG16,Previsiones,20000000.00,0.00,
Morelia,2018,COG17,Pago de Estímulos a Servidores Públicos,9566298.16,6149603.81,
Morelia,2018,COG02,Materiales y Suministros           ,128001262.97,129986657.87,
Morelia,2018,COG21,"Materiales de Administración, Emisión de Documentos y Artículos Oficiales",12757778.50,8914229.26,
Morelia,2018,COG22,Alimentos y Utensilios,4379456.49,2828459.69,
Morelia,2018,COG23,Materias Primas y Materiales de Producción y Comercialización,4132564.00,3459046.40,
Morelia,2018,COG24,Materiales y Artículos de Construcción y Reparación,13241963.50,13818137.16,
Morelia,2018,COG25,"Productos Químicos, Farmacéuticos y de Laboratorio",2665216.00,2104779.24,
Morelia,2018,COG26,"Combustibles, Lubricantes y Aditivos",74000000.00,74810211.51,
Morelia,2018,COG27,"Vestuarios, Blancos, Prendas de protección y Artículos Deportivos",10823240.67,18148356.52,
Morelia,2018,COG28,Materiales y Suministros para Seguridad,0.00,1164053.57,
Morelia,2018,COG29,"Herramientas, Refacciones y Accesorios Menores",6001043.81,4739384.52,
Morelia,2018,COG03,Servicios Generales                ,455090839.24,615344110.49,
Morelia,2018,COG31,Servicios Básicos,116852146.15,164729207.95,
Morelia,2018,COG32,Servicios de Arrendamiento,35883142.74,54199602.58,
Morelia,2018,COG33,"Servicios Profesionales, Científicos, Técnicos y Otros Servicios",88561718.25,114049752.11,
Morelia,2018,COG34,"Servicios Financieros, Bancarios y Comerciales",11958500.00,12175396.79,
Morelia,2018,COG35,"Servicios de Instalación, Reparación, Mantenimiento y Conservación",53391047.06,139437155.36,
Morelia,2018,COG36,Servicios de Comunicación Social y Publicidad,38999999.99,37593169.97,
Morelia,2018,COG37,Servicios de Traslados y Viáticos,9334194.17,5869183.41,
Morelia,2018,COG38,Servicios Oficiales,36817581.45,37287795.96,
Morelia,2018,COG39,Otros Servicios Generales,63292509.43,50002846.36,
Morelia,2018,COG04,"Transferencias, Asignaciones, Subsidios y Otras Ayudas",172203636.52,215415172.92,
Morelia,2018,COG41,Transferencias Internas y Asignaciones del Sector Público,0.00,0.00,
Morelia,2018,COG42,Transferencias al Resto del Sector Público,53903658.95,62654043.77,
Morelia,2018,COG43,Subsidios y Subvenciones,45609868.50,71199825.00,
Morelia,2018,COG44,Ayudas Sociales,40834496.19,49570284.42,
Morelia,2018,COG45,Pensiones y Jubilaciones,26465612.88,26795483.02,
Morelia,2018,COG46,"Transferencias a Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,
Morelia,2018,COG47,Transferencias a la Seguridad Social,0.00,0.00,
Morelia,2018,COG48,Donativos,4652000.00,4719976.71,
Morelia,2018,COG49,Transferencias al Exterior,738000.00,475560.00,
Morelia,2018,COG05,"Bienes Muebles, Inmuebles e Intangibles",16804236.03,48802409.69,
Morelia,2018,COG51,Mobiliario y Equipo de Administración,2962740.34,5742156.33,
Morelia,2018,COG52,Mobiliario y Equipo Educacional y Recreativo,287000.00,1152925.94,
Morelia,2018,COG53,Equipo e Instrumental Médico y de Laboratorio,209000.00,1153382.23,
Morelia,2018,COG54,Vehículos y Equipo de Transporte,12025000.00,35483099.76,
Morelia,2018,COG55,Equipo de Defensa y Seguridad,0.00,0.00,
Morelia,2018,COG56,"Maquinaria, Otros Equipos y Herramientas",344561.00,4479735.91,
Morelia,2018,COG57,Activos Biológicos,0.00,0.00,
Morelia,2018,COG58,Bienes Inmuebles,971934.69,781195.00,
Morelia,2018,COG59,Activos Intangibles,4000.00,9914.52,
Morelia,2018,COG06,Inversión Pública                  ,289812135.00,357046991.94,
Morelia,2018,COG61,Obra Pública en Bienes de Dominio Público,289812135.00,353044590.87,
Morelia,2018,COG62,Obra Pública en Bienes Propios,0.00,4002401.07,
Morelia,2018,COG63,Proyectos Productivos y Acciones de Fomento,0.00,0.00,
Morelia,2018,COG07,Inversiones Financieras y Otras Provisiones,0.00,0.00,
Morelia,2018,COG71,Inversiones para el Fomento de Actividades Productivas,0.00,0.00,
Morelia,2018,COG72,Acciones y Participaciones de Capital,0.00,0.00,
Morelia,2018,COG73,Compra de Títulos y Valores,0.00,0.00,
Morelia,2018,COG74,Concesión de Préstamos,0.00,0.00,
Morelia,2018,COG75,"Inversiones de Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,
Morelia,2018,COG76,Otras Inversiones Financieras,0.00,0.00,
Morelia,2018,COG78,Provisiones para Contingencias y Otras Erogaciones Especiales,0.00,0.00,
Morelia,2018,COG08,Participaciones y Aportaciones     ,0.00,0.00,
Morelia,2018,COG81,Participaciones,0.00,0.00,
Morelia,2018,COG82,Aportaciones,0.00,0.00,
Morelia,2018,COG83,Convenios,0.00,0.00,
Morelia,2018,COG09,Deuda Pública                      ,59751204.61,60536332.69,
Morelia,2018,COG91,Amortización de la Deuda Pública,47354789.88,47354789.88,
Morelia,2018,COG92,Intereses de la Deuda Pública,12396414.73,13181542.81,
Morelia,2018,COG93,Comisiones de la Deuda Pública,0.00,0.00,
Morelia,2018,COG94,Gastos de la Deuda Pública,0.00,0.00,
Morelia,2018,COG95,Costo por Coberturas,0.00,0.00,
Morelia,2018,COG96,Apoyos Financieros,0.00,0.00,
Morelia,2018,COG97,Adeudos de Ejercicios Fiscales Anteriores (ADEFAS)1,0.00,0.00,
Morelia,2018,COGTOT,Total del Gasto,2121663311.00,2404000947.69,
Naucalpan de Juarez,2018,COG01, Servicios Personales               ,2108361745.05,68667491.54,
Naucalpan de Juarez,2018,COG11,Remuneraciones al Personal  de Carácter Permanente,1171663468.70,66166.89,
Naucalpan de Juarez,2018,COG12,Remuneraciones al Personal  de Carácter Transitorio,56008680.60,0.00,
Naucalpan de Juarez,2018,COG13,Remuneraciones Adicionales y Especiales,412949127.08,1325280.43,
Naucalpan de Juarez,2018,COG14,Seguridad Social,244654795.44,937112.45,
Naucalpan de Juarez,2018,COG15,Otras Prestaciones Sociales y Económicas,196449417.71,66338931.77,
Naucalpan de Juarez,2018,COG16,Previsiones,0.00,0.00,
Naucalpan de Juarez,2018,COG17,Pago de Estímulos a Servidores Públicos,26636255.52,0.00,
Naucalpan de Juarez,2018,COG02,Materiales y Suministros           ,191208843.00,45772736.15,
Naucalpan de Juarez,2018,COG21,"Materiales de Administración, Emisión de Documentos y Artículos Oficiales",22048202.89,4750306.94,
Naucalpan de Juarez,2018,COG22,Alimentos y Utensilios,4439169.37,2941105.18,
Naucalpan de Juarez,2018,COG23,Materias Primas y Materiales de Producción y Comercialización,322351.51,0.00,
Naucalpan de Juarez,2018,COG24,Materiales y Artículos de Construcción y Reparación,29835007.78,5631317.19,
Naucalpan de Juarez,2018,COG25,"Productos Químicos, Farmacéuticos y de Laboratorio",45147.16,231268.30,
Naucalpan de Juarez,2018,COG26,"Combustibles, Lubricantes y Aditivos",109772156.78,9882228.75,
Naucalpan de Juarez,2018,COG27,"Vestuarios, Blancos, Prendas de protección y Artículos Deportivos",5032183.98,21694357.42,
Naucalpan de Juarez,2018,COG28,Materiales y Suministros para Seguridad,2676238.43,0.00,
Naucalpan de Juarez,2018,COG29,"Herramientas, Refacciones y Accesorios Menores",17038385.10,642152.37,
Naucalpan de Juarez,2018,COG03,Servicios Generales                ,804564381.00,141760421.32,
Naucalpan de Juarez,2018,COG31,Servicios Básicos,128112114.48,16178650.25,
Naucalpan de Juarez,2018,COG32,Servicios de Arrendamiento,162837289.48,30807298.60,
Naucalpan de Juarez,2018,COG33,"Servicios Profesionales, Científicos, Técnicos y Otros Servicios",158800085.82,18682450.36,
Naucalpan de Juarez,2018,COG34,"Servicios Financieros, Bancarios y Comerciales",26232433.13,413757.62,
Naucalpan de Juarez,2018,COG35,"Servicios de Instalación, Reparación, Mantenimiento y Conservación",22946302.72,6520215.34,
Naucalpan de Juarez,2018,COG36,Servicios de Comunicación Social y Publicidad,25990605.55,7397250.47,
Naucalpan de Juarez,2018,COG37,Servicios de Traslados y Viáticos,645468.95,3387.00,
Naucalpan de Juarez,2018,COG38,Servicios Oficiales,43309657.02,4822833.09,
Naucalpan de Juarez,2018,COG39,Otros Servicios Generales,235690423.85,56934578.59,
Naucalpan de Juarez,2018,COG04,"Transferencias, Asignaciones, Subsidios y Otras Ayudas",615150438.00,35404991.71,
Naucalpan de Juarez,2018,COG41,Transferencias Internas y Asignaciones del Sector Público,0.00,0.00,
Naucalpan de Juarez,2018,COG42,Transferencias al Resto del Sector Público,0.00,0.00,
Naucalpan de Juarez,2018,COG43,Subsidios y Subvenciones,578615942.04,35265782.71,
Naucalpan de Juarez,2018,COG44,Ayudas Sociales,36374495.88,139209.00,
Naucalpan de Juarez,2018,COG45,Pensiones y Jubilaciones,0.00,0.00,
Naucalpan de Juarez,2018,COG46,"Transferencias a Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,
Naucalpan de Juarez,2018,COG47,Transferencias a la Seguridad Social,0.00,0.00,
Naucalpan de Juarez,2018,COG48,Donativos,160000.08,0.00,
Naucalpan de Juarez,2018,COG49,Transferencias al Exterior,0.00,0.00,
Naucalpan de Juarez,2018,COG05,"Bienes Muebles, Inmuebles e Intangibles",10255513.23,9133925.22,
Naucalpan de Juarez,2018,COG51,Mobiliario y Equipo de Administración,3183843.73,1148056.60,
Naucalpan de Juarez,2018,COG52,Mobiliario y Equipo Educacional y Recreativo,937587.64,9976.00,
Naucalpan de Juarez,2018,COG53,Equipo e Instrumental Médico y de Laboratorio,0.00,0.00,
Naucalpan de Juarez,2018,COG54,Vehículos y Equipo de Transporte,2088079.48,69252.00,
Naucalpan de Juarez,2018,COG55,Equipo de Defensa y Seguridad,0.00,0.00,
Naucalpan de Juarez,2018,COG56,"Maquinaria, Otros Equipos y Herramientas",2772746.68,7563512.62,
Naucalpan de Juarez,2018,COG57,Activos Biológicos,0.00,0.00,
Naucalpan de Juarez,2018,COG58,Bienes Inmuebles,0.00,0.00,
Naucalpan de Juarez,2018,COG59,Activos Intangibles,1273255.70,343128.00,
Naucalpan de Juarez,2018,COG06,Inversión Pública                  ,286709114.72,31209546.16,
Naucalpan de Juarez,2018,COG61,Obra Pública en Bienes de Dominio Público,284859231.20,31209546.16,
Naucalpan de Juarez,2018,COG62,Obra Pública en Bienes Propios,1849883.52,0.00,
Naucalpan de Juarez,2018,COG63,Proyectos Productivos y Acciones de Fomento,0.00,0.00,
Naucalpan de Juarez,2018,COG07,Inversiones Financieras y Otras Provisiones,0.00,0.00,
Naucalpan de Juarez,2018,COG71,Inversiones para el Fomento de Actividades Productivas,0.00,0.00,
Naucalpan de Juarez,2018,COG72,Acciones y Participaciones de Capital,0.00,0.00,
Naucalpan de Juarez,2018,COG73,Compra de Títulos y Valores,0.00,0.00,
Naucalpan de Juarez,2018,COG74,Concesión de Préstamos,0.00,0.00,
Naucalpan de Juarez,2018,COG75,"Inversiones de Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,
Naucalpan de Juarez,2018,COG76,Otras Inversiones Financieras,0.00,0.00,
Naucalpan de Juarez,2018,COG78,Provisiones para Contingencias y Otras Erogaciones Especiales,0.00,0.00,
Naucalpan de Juarez,2018,COG08,Participaciones y Aportaciones     ,0.00,0.00,
Naucalpan de Juarez,2018,COG81,Participaciones,0.00,0.00,
Naucalpan de Juarez,2018,COG82,Aportaciones,0.00,0.00,
Naucalpan de Juarez,2018,COG83,Convenios,0.00,0.00,
Naucalpan de Juarez,2018,COG09,Deuda Pública                      ,271721779.00,0.00,
Naucalpan de Juarez,2018,COG91,Amortización de la Deuda Pública,14006207.04,0.00,
Naucalpan de Juarez,2018,COG92,Intereses de la Deuda Pública,36453352.08,0.00,
Naucalpan de Juarez,2018,COG93,Comisiones de la Deuda Pública,0.00,0.00,
Naucalpan de Juarez,2018,COG94,Gastos de la Deuda Pública,0.00,0.00,
Naucalpan de Juarez,2018,COG95,Costo por Coberturas,0.00,0.00,
Naucalpan de Juarez,2018,COG96,Apoyos Financieros,0.00,0.00,
Naucalpan de Juarez,2018,COG97,Adeudos de Ejercicios Fiscales Anteriores (ADEFAS)1,221262219.88,0.00,
Naucalpan de Juarez,2018,COGTOT,Total del Gasto,4287971814.00,331949112.10,
Nezahualcoyotl,2018,COG01, Servicios Personales               ,1294419000.00,1251143901.33,
Nezahualcoyotl,2018,COG11,Remuneraciones al Personal  de Carácter Permanente,676909996.27,642374940.90,
Nezahualcoyotl,2018,COG12,Remuneraciones al Personal  de Carácter Transitorio,0.00,0.00,
Nezahualcoyotl,2018,COG13,Remuneraciones Adicionales y Especiales,255646100.26,239963717.64,
Nezahualcoyotl,2018,COG14,Seguridad Social,186083798.26,180173171.67,
Nezahualcoyotl,2018,COG15,Otras Prestaciones Sociales y Económicas,160779105.21,178632071.12,
Nezahualcoyotl,2018,COG16,Previsiones,0.00,0.00,
Nezahualcoyotl,2018,COG17,Pago de Estímulos a Servidores Públicos,15000000.00,10000000.00,
Nezahualcoyotl,2018,COG02,Materiales y Suministros           ,230720000.00,255880041.17,
Nezahualcoyotl,2018,COG21,"Materiales de Administración, Emisión de Documentos y Artículos Oficiales",23105866.47,20039512.32,
Nezahualcoyotl,2018,COG22,Alimentos y Utensilios,1273573.56,962721.00,
Nezahualcoyotl,2018,COG23,Materias Primas y Materiales de Producción y Comercialización,150000.00,0.00,
Nezahualcoyotl,2018,COG24,Materiales y Artículos de Construcción y Reparación,24899952.73,32093872.71,
Nezahualcoyotl,2018,COG25,"Productos Químicos, Farmacéuticos y de Laboratorio",8130999.96,4390904.59,
Nezahualcoyotl,2018,COG26,"Combustibles, Lubricantes y Aditivos",147850030.20,179725671.18,
Nezahualcoyotl,2018,COG27,"Vestuarios, Blancos, Prendas de protección y Artículos Deportivos",8769382.36,8190307.70,
Nezahualcoyotl,2018,COG28,Materiales y Suministros para Seguridad,3707577.08,3484727.00,
Nezahualcoyotl,2018,COG29,"Herramientas, Refacciones y Accesorios Menores",12832617.64,6992324.67,
Nezahualcoyotl,2018,COG03,Servicios Generales                ,501775000.00,390752651.88,
Nezahualcoyotl,2018,COG31,Servicios Básicos,135515411.10,116677924.65,
Nezahualcoyotl,2018,COG32,Servicios de Arrendamiento,72227151.24,77734635.06,
Nezahualcoyotl,2018,COG33,"Servicios Profesionales, Científicos, Técnicos y Otros Servicios",49424948.05,50073787.78,
Nezahualcoyotl,2018,COG34,"Servicios Financieros, Bancarios y Comerciales",113054121.08,27902686.54,
Nezahualcoyotl,2018,COG35,"Servicios de Instalación, Reparación, Mantenimiento y Conservación",32077191.78,18541942.88,
Nezahualcoyotl,2018,COG36,Servicios de Comunicación Social y Publicidad,29241782.56,31245746.69,
Nezahualcoyotl,2018,COG37,Servicios de Traslados y Viáticos,1930322.48,1904405.22,
Nezahualcoyotl,2018,COG38,Servicios Oficiales,25328888.18,33280083.98,
Nezahualcoyotl,2018,COG39,Otros Servicios Generales,42975183.53,33391439.08,
Nezahualcoyotl,2018,COG04,"Transferencias, Asignaciones, Subsidios y Otras Ayudas",741428000.00,838668164.08,
Nezahualcoyotl,2018,COG41,Transferencias Internas y Asignaciones del Sector Público,0.00,0.00,
Nezahualcoyotl,2018,COG42,Transferencias al Resto del Sector Público,0.00,0.00,
Nezahualcoyotl,2018,COG43,Subsidios y Subvenciones,536674501.28,622933625.52,
Nezahualcoyotl,2018,COG44,Ayudas Sociales,204753498.72,215734538.56,
Nezahualcoyotl,2018,COG45,Pensiones y Jubilaciones,0.00,0.00,
Nezahualcoyotl,2018,COG46,"Transferencias a Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,
Nezahualcoyotl,2018,COG47,Transferencias a la Seguridad Social,0.00,0.00,
Nezahualcoyotl,2018,COG48,Donativos,0.00,0.00,
Nezahualcoyotl,2018,COG49,Transferencias al Exterior,0.00,0.00,
Nezahualcoyotl,2018,COG05,"Bienes Muebles, Inmuebles e Intangibles",193099073.86,20950434.48,
