Estado,Año,Código,Concepto,Aprobado,Devengado, 
La Paz,2019,CFOA1,Transacciones de la Deuda Publica / Costo Financiero de la Deuda,0.00,0.00,
La Paz,2019,CFOA2,"Transferencias, Participaciones y Aportaciones entre Diferentes Niveles y Ordenes de Gobierno",0.00,0.00,
La Paz,2019,CFOA3,Saneamiento del Sistema Financiero,0.00,0.00,
La Paz,2019,CFOA4,Adeudos de Ejercicios Fiscales Anteriores,0.00,0.00,
La Paz,2019,CFTOTAL,Total del gasto,1568737530.99,1590486393.09,
Leon,2019,CFG,Gobierno,2144295685.00,2282920710.00,
Leon,2019,CFG1,Legislación,39740010.00,36130379.00,
Leon,2019,CFG2,Justicia,0.00,0.00,
Leon,2019,CFG3,Coordinación de la Política de Gobierno,240159980.00,221345574.00,
Leon,2019,CFG4,Relaciones Exteriores,0.00,0.00,
Leon,2019,CFG5,Asuntos Financieros y Hacendarios,290718767.00,329694761.00,
Leon,2019,CFG6,Seguridad Nacional,0.00,0.00,
Leon,2019,CFG7,Asuntos de Orden Público y de Seguridad Interior,1267711480.00,1416919775.00,
Leon,2019,CFG8,Otros Servicios Generales,305965448.00,278830221.00,
Leon,2019,CFDS,Desarrollo Social,1858173017.00,2800013113.00,
Leon,2019,CFDS1,Protección Ambiental,466225782.00,510353908.00,
Leon,2019,CFDS2,Vivienda y Servicios a la Comunidad,901615804.00,1697204929.00,
Leon,2019,CFDS3,Salud,72334686.00,78575849.00,
Leon,2019,CFDS4,"Recreación, Cultura y Otras Manifestaciones Sociales",133908705.00,209768319.00,
Leon,2019,CFDS5,Educación,80843080.00,91702286.00,
Leon,2019,CFDS6,Protección Social,155687261.00,165083367.00,
Leon,2019,CFDS7,Otros Asuntos Sociales,47557699.00,47324455.00,
Leon,2019,CFDE,Desarrollo Económico,1123393161.00,958031482.00,
Leon,2019,CFDE1,"Asuntos Económicos, Comerciales y Laborales en General",94656410.00,100905810.00,
Leon,2019,CFDE2,"Agropecuaria, Silvicultura, Pesca y Caza",5650350.00,15052585.00,
Leon,2019,CFDE3,Combustibles y Energía,0.00,0.00,
Leon,2019,CFDE4,"Minería, Manufacturas y Construcción",587704021.00,360350763.00,
Leon,2019,CFDE5,Transporte,364818154.00,357314138.00,
Leon,2019,CFDE6,Comunicaciones,0.00,0.00,
Leon,2019,CFDE7,Turismo,36080507.00,83852973.00,
Leon,2019,CFDE8,"Ciencia, Tecnología e Innovación",34483719.00,40555213.00,
Leon,2019,CFDE9,Otras Industrias y Otros Asuntos Económicos,0.00,0.00,
Leon,2019,CFOA,Otras no Clasificadas en Funciones Anteriores,192481892.00,180770839.00,
Leon,2019,CFOA1,Transacciones de la Deuda Publica / Costo Financiero de la Deuda,192481892.00,180770839.00,
Leon,2019,CFOA2,"Transferencias, Participaciones y Aportaciones entre Diferentes Niveles y Ordenes de Gobierno",0.00,0.00,
Leon,2019,CFOA3,Saneamiento del Sistema Financiero,0.00,0.00,
Leon,2019,CFOA4,Adeudos de Ejercicios Fiscales Anteriores,0.00,0.00,
Leon,2019,CFTOTAL,Total del gasto,5318343755.00,6221736144.00,
Matamoros,2019,CFG,Gobierno,996020000.00,1244180130.00,
Matamoros,2019,CFG1,Legislación,0.00,0.00,
Matamoros,2019,CFG2,Justicia,0.00,0.00,
Matamoros,2019,CFG3,Coordinación de la Política de Gobierno,0.00,0.00,
Matamoros,2019,CFG4,Relaciones Exteriores,0.00,0.00,
Matamoros,2019,CFG5,Asuntos Financieros y Hacendarios,996020000.00,1244180130.00,
Matamoros,2019,CFG6,Seguridad Nacional,0.00,0.00,
Matamoros,2019,CFG7,Asuntos de Orden Público y de Seguridad Interior,0.00,0.00,
Matamoros,2019,CFG8,Otros Servicios Generales,0.00,0.00,
Matamoros,2019,CFDS,Desarrollo Social,514800000.00,476132307.00,
Matamoros,2019,CFDS1,Protección Ambiental,0.00,0.00,
Matamoros,2019,CFDS2,Vivienda y Servicios a la Comunidad,351000000.00,320535273.00,
Matamoros,2019,CFDS3,Salud,0.00,0.00,
Matamoros,2019,CFDS4,"Recreación, Cultura y Otras Manifestaciones Sociales",0.00,0.00,
Matamoros,2019,CFDS5,Educación,0.00,0.00,
Matamoros,2019,CFDS6,Protección Social,0.00,0.00,
Matamoros,2019,CFDS7,Otros Asuntos Sociales,163800000.00,155597034.00,
Matamoros,2019,CFDE,Desarrollo Económico,0.00,0.00,
Matamoros,2019,CFDE1,"Asuntos Económicos, Comerciales y Laborales en General",0.00,0.00,
Matamoros,2019,CFDE2,"Agropecuaria, Silvicultura, Pesca y Caza",0.00,0.00,
Matamoros,2019,CFDE3,Combustibles y Energía,0.00,0.00,
Matamoros,2019,CFDE4,"Minería, Manufacturas y Construcción",0.00,0.00,
Matamoros,2019,CFDE5,Transporte,0.00,0.00,
Matamoros,2019,CFDE6,Comunicaciones,0.00,0.00,
Matamoros,2019,CFDE7,Turismo,0.00,0.00,
Matamoros,2019,CFDE8,"Ciencia, Tecnología e Innovación",0.00,0.00,
Matamoros,2019,CFDE9,Otras Industrias y Otros Asuntos Económicos,0.00,0.00,
Matamoros,2019,CFOA,Otras no Clasificadas en Funciones Anteriores,0.00,0.00,
Matamoros,2019,CFOA1,Transacciones de la Deuda Publica / Costo Financiero de la Deuda,0.00,0.00,
Matamoros,2019,CFOA2,"Transferencias, Participaciones y Aportaciones entre Diferentes Niveles y Ordenes de Gobierno",0.00,0.00,
Matamoros,2019,CFOA3,Saneamiento del Sistema Financiero,0.00,0.00,
Matamoros,2019,CFOA4,Adeudos de Ejercicios Fiscales Anteriores,0.00,0.00,
Matamoros,2019,CFTOTAL,Total del gasto,1510820000.00,1720312437.00,
Mazatlan,2019,CFG,Gobierno,673590580.71,662831178.46,
Mazatlan,2019,CFG1,Legislación,61373491.31,55412000.17,
Mazatlan,2019,CFG2,Justicia,11139054.12,9700045.25,
Mazatlan,2019,CFG3,Coordinación de la Política de Gobierno,79277085.67,75164440.03,
Mazatlan,2019,CFG4,Relaciones Exteriores,3577491.03,3209135.08,
Mazatlan,2019,CFG5,Asuntos Financieros y Hacendarios,100274961.19,99470469.39,
Mazatlan,2019,CFG6,Seguridad Nacional,0.00,0.00,
Mazatlan,2019,CFG7,Asuntos de Orden Público y de Seguridad Interior,382775559.33,389659360.56,
Mazatlan,2019,CFG8,Otros Servicios Generales,35172938.06,30215727.98,
Mazatlan,2019,CFDS,Desarrollo Social,1154126331.87,1247590959.97,
Mazatlan,2019,CFDS1,Protección Ambiental,123970861.23,198405642.80,
Mazatlan,2019,CFDS2,Vivienda y Servicios a la Comunidad,358139471.61,325563438.70,
Mazatlan,2019,CFDS3,Salud,173776828.93,175752504.83,
Mazatlan,2019,CFDS4,"Recreación, Cultura y Otras Manifestaciones Sociales",194553567.50,260151402.81,
Mazatlan,2019,CFDS5,Educación,7834090.17,7617116.88,
Mazatlan,2019,CFDS6,Protección Social,274478418.96,260328168.21,
Mazatlan,2019,CFDS7,Otros Asuntos Sociales,21373093.47,19772685.74,
Mazatlan,2019,CFDE,Desarrollo Económico,116918095.98,172554119.17,
Mazatlan,2019,CFDE1,"Asuntos Económicos, Comerciales y Laborales en General",77844692.69,81786370.99,
Mazatlan,2019,CFDE2,"Agropecuaria, Silvicultura, Pesca y Caza",0.00,35729573.91,
Mazatlan,2019,CFDE3,Combustibles y Energía,0.00,0.00,
Mazatlan,2019,CFDE4,"Minería, Manufacturas y Construcción",0.00,0.00,
Mazatlan,2019,CFDE5,Transporte,0.00,4489458.14,
Mazatlan,2019,CFDE6,Comunicaciones,0.00,0.00,
Mazatlan,2019,CFDE7,Turismo,1257254.81,1270133.75,
Mazatlan,2019,CFDE8,"Ciencia, Tecnología e Innovación",6587760.17,5906592.73,
Mazatlan,2019,CFDE9,Otras Industrias y Otros Asuntos Económicos,31228388.31,43371989.65,
Mazatlan,2019,CFOA,Otras no Clasificadas en Funciones Anteriores,0.00,0.00,
Mazatlan,2019,CFOA1,Transacciones de la Deuda Publica / Costo Financiero de la Deuda,0.00,0.00,
Mazatlan,2019,CFOA2,"Transferencias, Participaciones y Aportaciones entre Diferentes Niveles y Ordenes de Gobierno",0.00,0.00,
Mazatlan,2019,CFOA3,Saneamiento del Sistema Financiero,0.00,0.00,
Mazatlan,2019,CFOA4,Adeudos de Ejercicios Fiscales Anteriores,0.00,0.00,
Mazatlan,2019,CFTOTAL,Total del gasto,1944635008.56,2082976257.60,
Merida,2019,CFG,Gobierno,1121151424.00,1105662234.92,
Merida,2019,CFG1,Legislación,49815369.00,53614783.97,
Merida,2019,CFG2,Justicia,5203498.00,5971674.84,
Merida,2019,CFG3,Coordinación de la Política de Gobierno,67162544.00,65081194.33,
Merida,2019,CFG4,Relaciones Exteriores,0.00,391877.47,
Merida,2019,CFG5,Asuntos Financieros y Hacendarios,118240684.00,39816857.19,
Merida,2019,CFG6,Seguridad Nacional,2227381.00,2204025.45,
Merida,2019,CFG7,Asuntos de Orden Público y de Seguridad Interior,165096188.00,140310687.18,
Merida,2019,CFG8,Otros Servicios Generales,713405760.00,798271134.49,
Merida,2019,CFDS,Desarrollo Social,2089510393.00,2220313344.25,
Merida,2019,CFDS1,Protección Ambiental,51610466.00,65353644.84,
Merida,2019,CFDS2,Vivienda y Servicios a la Comunidad,1575279412.00,1549577643.15,
Merida,2019,CFDS3,Salud,40761297.00,55224214.64,
Merida,2019,CFDS4,"Recreación, Cultura y Otras Manifestaciones Sociales",96423366.00,163207410.16,
Merida,2019,CFDS5,Educación,39178815.00,41203346.33,
Merida,2019,CFDS6,Protección Social,79450241.00,87310817.05,
Merida,2019,CFDS7,Otros Asuntos Sociales,206806796.00,258436268.08,
Merida,2019,CFDE,Desarrollo Económico,105729956.00,117314414.08,
Merida,2019,CFDE1,"Asuntos Económicos, Comerciales y Laborales en General",81922430.00,89603660.81,
Merida,2019,CFDE2,"Agropecuaria, Silvicultura, Pesca y Caza",4043149.00,4963992.00,
Merida,2019,CFDE3,Combustibles y Energía,0.00,0.00,
Merida,2019,CFDE4,"Minería, Manufacturas y Construcción",0.00,0.00,
Merida,2019,CFDE5,Transporte,1369530.00,1446782.24,
Merida,2019,CFDE6,Comunicaciones,0.00,0.00,
Merida,2019,CFDE7,Turismo,17732234.00,20625704.34,
Merida,2019,CFDE8,"Ciencia, Tecnología e Innovación",662613.00,674274.69,
Merida,2019,CFDE9,Otras Industrias y Otros Asuntos Económicos,0.00,0.00,
Merida,2019,CFOA,Otras no Clasificadas en Funciones Anteriores,949517.00,36194160.70,
Merida,2019,CFOA1,Transacciones de la Deuda Publica / Costo Financiero de la Deuda,949517.00,9098859.84,
Merida,2019,CFOA2,"Transferencias, Participaciones y Aportaciones entre Diferentes Niveles y Ordenes de Gobierno",0.00,0.00,
Merida,2019,CFOA3,Saneamiento del Sistema Financiero,0.00,0.00,
Merida,2019,CFOA4,Adeudos de Ejercicios Fiscales Anteriores,0.00,27095300.86,
Merida,2019,CFTOTAL,Total del gasto,3317341290.00,3479484153.95,
Mexicali,2019,CFG,Gobierno,2227744465.24,2114708523.72,
Mexicali,2019,CFG1,Legislación,0.00,0.00,
Mexicali,2019,CFG2,Justicia,0.00,0.00,
Mexicali,2019,CFG3,Coordinación de la Política de Gobierno,533155425.94,585125936.22,
Mexicali,2019,CFG4,Relaciones Exteriores,0.00,0.00,
Mexicali,2019,CFG5,Asuntos Financieros y Hacendarios,130381438.96,124561271.85,
Mexicali,2019,CFG6,Seguridad Nacional,0.00,0.00,
Mexicali,2019,CFG7,Asuntos de Orden Público y de Seguridad Interior,942538342.77,888777878.20,
Mexicali,2019,CFG8,Otros Servicios Generales,621669257.57,516243437.45,
Mexicali,2019,CFDS,Desarrollo Social,1227578326.77,1552960314.10,
Mexicali,2019,CFDS1,Protección Ambiental,4253392.51,3814231.02,
Mexicali,2019,CFDS2,Vivienda y Servicios a la Comunidad,1158273967.77,1476843150.77,
Mexicali,2019,CFDS3,Salud,65050966.49,72302932.31,
Mexicali,2019,CFDS4,"Recreación, Cultura y Otras Manifestaciones Sociales",0.00,0.00,
Mexicali,2019,CFDS5,Educación,0.00,0.00,
Mexicali,2019,CFDS6,Protección Social,0.00,0.00,
Mexicali,2019,CFDS7,Otros Asuntos Sociales,0.00,0.00,
Mexicali,2019,CFDE,Desarrollo Económico,21493246.53,21722030.57,
Mexicali,2019,CFDE1,"Asuntos Económicos, Comerciales y Laborales en General",16244485.34,15554762.77,
Mexicali,2019,CFDE2,"Agropecuaria, Silvicultura, Pesca y Caza",0.00,0.00,
Mexicali,2019,CFDE3,Combustibles y Energía,0.00,0.00,
Mexicali,2019,CFDE4,"Minería, Manufacturas y Construcción",0.00,0.00,
Mexicali,2019,CFDE5,Transporte,0.00,0.00,
Mexicali,2019,CFDE6,Comunicaciones,0.00,0.00,
Mexicali,2019,CFDE7,Turismo,0.00,0.00,
Mexicali,2019,CFDE8,"Ciencia, Tecnología e Innovación",5248761.19,6167267.80,
Mexicali,2019,CFDE9,Otras Industrias y Otros Asuntos Económicos,0.00,0.00,
Mexicali,2019,CFOA,Otras no Clasificadas en Funciones Anteriores,475896218.99,508263143.28,
Mexicali,2019,CFOA1,Transacciones de la Deuda Publica / Costo Financiero de la Deuda,155329327.73,148544927.77,
Mexicali,2019,CFOA2,"Transferencias, Participaciones y Aportaciones entre Diferentes Niveles y Ordenes de Gobierno",320566891.26,359718215.51,
Mexicali,2019,CFOA3,Saneamiento del Sistema Financiero,0.00,0.00,
Mexicali,2019,CFOA4,Adeudos de Ejercicios Fiscales Anteriores,0.00,0.00,
Mexicali,2019,CFTOTAL,Total del gasto,3952712257.53,4197654011.67,
Monterrey,2019,CFG,Gobierno,2326107999.29,2477020231.25,
Monterrey,2019,CFG1,Legislación,58636397.84,40909525.11,
Monterrey,2019,CFG2,Justicia,0.00,0.00,
Monterrey,2019,CFG3,Coordinación de la Política de Gobierno,822028770.71,730800911.68,
Monterrey,2019,CFG4,Relaciones Exteriores,0.00,0.00,
Monterrey,2019,CFG5,Asuntos Financieros y Hacendarios,289069576.59,247248695.98,
Monterrey,2019,CFG6,Seguridad Nacional,0.00,0.00,
Monterrey,2019,CFG7,Asuntos de Orden Público y de Seguridad Interior,989626142.99,1245006082.95,
Monterrey,2019,CFG8,Otros Servicios Generales,166747111.16,213055015.53,
Monterrey,2019,CFDS,Desarrollo Social,3230774125.50,3504054514.34,
Monterrey,2019,CFDS1,Protección Ambiental,6373867.00,4513350.20,
Monterrey,2019,CFDS2,Vivienda y Servicios a la Comunidad,2232864417.20,2560497421.49,
Monterrey,2019,CFDS3,Salud,27713646.94,28553892.34,
Monterrey,2019,CFDS4,"Recreación, Cultura y Otras Manifestaciones Sociales",295688749.37,296744758.59,
Monterrey,2019,CFDS5,Educación,7727694.40,9098151.70,
Monterrey,2019,CFDS6,Protección Social,629528371.55,581503883.15,
Monterrey,2019,CFDS7,Otros Asuntos Sociales,30877379.04,23143056.87,
Monterrey,2019,CFDE,Desarrollo Económico,122706899.93,87493852.96,
Monterrey,2019,CFDE1,"Asuntos Económicos, Comerciales y Laborales en General",38521355.46,19342262.06,
Monterrey,2019,CFDE2,"Agropecuaria, Silvicultura, Pesca y Caza",0.00,0.00,
Monterrey,2019,CFDE3,Combustibles y Energía,0.00,0.00,
Monterrey,2019,CFDE4,"Minería, Manufacturas y Construcción",0.00,0.00,
Monterrey,2019,CFDE5,Transporte,0.00,0.00,
Monterrey,2019,CFDE6,Comunicaciones,0.00,0.00,
Monterrey,2019,CFDE7,Turismo,4539218.92,1684528.36,
Monterrey,2019,CFDE8,"Ciencia, Tecnología e Innovación",39160419.73,36529407.06,
Monterrey,2019,CFDE9,Otras Industrias y Otros Asuntos Económicos,40485905.82,29937655.48,
Monterrey,2019,CFOA,Otras no Clasificadas en Funciones Anteriores,384695299.40,625487488.10,
Monterrey,2019,CFOA1,Transacciones de la Deuda Publica / Costo Financiero de la Deuda,229571409.62,208862068.52,
Monterrey,2019,CFOA2,"Transferencias, Participaciones y Aportaciones entre Diferentes Niveles y Ordenes de Gobierno",155123889.78,154959004.04,
Monterrey,2019,CFOA3,Saneamiento del Sistema Financiero,0.00,0.00,
Monterrey,2019,CFOA4,Adeudos de Ejercicios Fiscales Anteriores,0.00,261666415.54,
Monterrey,2019,CFTOTAL,Total del gasto,6064284324.12,6694056086.65,
Morelia,2019,CFG,Gobierno,1363286472.95,958094366.65,
Morelia,2019,CFG1,Legislación,48246368.15,48603340.67,
Morelia,2019,CFG2,Justicia,26325278.35,27963138.49,
Morelia,2019,CFG3,Coordinación de la Política de Gobierno,114119285.66,118785874.73,
Morelia,2019,CFG4,Relaciones Exteriores,0.00,0.00,
Morelia,2019,CFG5,Asuntos Financieros y Hacendarios,685085991.14,236948524.78,
Morelia,2019,CFG6,Seguridad Nacional,0.00,0.00,
Morelia,2019,CFG7,Asuntos de Orden Público y de Seguridad Interior,183105496.56,226584091.98,
Morelia,2019,CFG8,Otros Servicios Generales,306404053.09,299209396.00,
Morelia,2019,CFDS,Desarrollo Social,752874762.77,1270299088.24,
Morelia,2019,CFDS1,Protección Ambiental,156568622.65,166206829.56,
Morelia,2019,CFDS2,Vivienda y Servicios a la Comunidad,419378843.54,901837371.72,
Morelia,2019,CFDS3,Salud,19332054.47,29387019.61,
Morelia,2019,CFDS4,"Recreación, Cultura y Otras Manifestaciones Sociales",30716185.53,34347191.94,
Morelia,2019,CFDS5,Educación,11251440.53,20504353.83,
Morelia,2019,CFDS6,Protección Social,112248411.69,114785128.76,
Morelia,2019,CFDS7,Otros Asuntos Sociales,3379204.36,3231192.82,
Morelia,2019,CFDE,Desarrollo Económico,64557503.20,101627009.29,
Morelia,2019,CFDE1,"Asuntos Económicos, Comerciales y Laborales en General",25271803.49,24219860.11,
Morelia,2019,CFDE2,"Agropecuaria, Silvicultura, Pesca y Caza",17577910.75,30773692.38,
Morelia,2019,CFDE3,Combustibles y Energía,0.00,0.00,
Morelia,2019,CFDE4,"Minería, Manufacturas y Construcción",0.00,0.00,
Morelia,2019,CFDE5,Transporte,7598830.10,8295559.80,
Morelia,2019,CFDE6,Comunicaciones,0.00,0.00,
Morelia,2019,CFDE7,Turismo,12210576.06,36439514.12,
Morelia,2019,CFDE8,"Ciencia, Tecnología e Innovación",1898382.80,1898382.88,
Morelia,2019,CFDE9,Otras Industrias y Otros Asuntos Económicos,0.00,0.00,
Morelia,2019,CFOA,Otras no Clasificadas en Funciones Anteriores,0.00,0.00,
Morelia,2019,CFOA1,Transacciones de la Deuda Publica / Costo Financiero de la Deuda,0.00,0.00,
Morelia,2019,CFOA2,"Transferencias, Participaciones y Aportaciones entre Diferentes Niveles y Ordenes de Gobierno",0.00,0.00,
Morelia,2019,CFOA3,Saneamiento del Sistema Financiero,0.00,0.00,
Morelia,2019,CFOA4,Adeudos de Ejercicios Fiscales Anteriores,0.00,0.00,
Morelia,2019,CFTOTAL,Total del gasto,2180718738.92,2330020464.18,
Naucalpan de Juarez,2019,CFG,Gobierno,2835946738.02,2514426041.68,
Naucalpan de Juarez,2019,CFG1,Legislación,0.00,0.00,
Naucalpan de Juarez,2019,CFG2,Justicia,1538169.90,2861905.74,
Naucalpan de Juarez,2019,CFG3,Coordinación de la Política de Gobierno,412964893.19,463301807.12,
Naucalpan de Juarez,2019,CFG4,Relaciones Exteriores,0.00,0.00,
Naucalpan de Juarez,2019,CFG5,Asuntos Financieros y Hacendarios,1620463617.78,1268679965.16,
Naucalpan de Juarez,2019,CFG6,Seguridad Nacional,0.00,0.00,
Naucalpan de Juarez,2019,CFG7,Asuntos de Orden Público y de Seguridad Interior,687881308.07,691253598.89,
Naucalpan de Juarez,2019,CFG8,Otros Servicios Generales,113098749.08,88328764.77,
Naucalpan de Juarez,2019,CFDS,Desarrollo Social,1667691926.51,1350861594.01,
Naucalpan de Juarez,2019,CFDS1,Protección Ambiental,636194291.42,734405791.67,
Naucalpan de Juarez,2019,CFDS2,Vivienda y Servicios a la Comunidad,774288757.32,460816378.12,
Naucalpan de Juarez,2019,CFDS3,Salud,62099289.92,15338379.70,
Naucalpan de Juarez,2019,CFDS4,"Recreación, Cultura y Otras Manifestaciones Sociales",110505739.52,93393634.83,
Naucalpan de Juarez,2019,CFDS5,Educación,51685714.66,21122032.55,
Naucalpan de Juarez,2019,CFDS6,Protección Social,32918133.67,25785377.14,
Naucalpan de Juarez,2019,CFDS7,Otros Asuntos Sociales,0.00,0.00,
Naucalpan de Juarez,2019,CFDE,Desarrollo Económico,87354725.47,88455596.15,
Naucalpan de Juarez,2019,CFDE1,"Asuntos Económicos, Comerciales y Laborales en General",3750002.00,478353.68,
Naucalpan de Juarez,2019,CFDE2,"Agropecuaria, Silvicultura, Pesca y Caza",800000.00,0.00,
Naucalpan de Juarez,2019,CFDE3,Combustibles y Energía,9839519.55,0.00,
Naucalpan de Juarez,2019,CFDE4,"Minería, Manufacturas y Construcción",67692008.86,85450742.24,
Naucalpan de Juarez,2019,CFDE5,Transporte,5273195.06,2526500.23,
Naucalpan de Juarez,2019,CFDE6,Comunicaciones,0.00,0.00,
Naucalpan de Juarez,2019,CFDE7,Turismo,0.00,0.00,
Naucalpan de Juarez,2019,CFDE8,"Ciencia, Tecnología e Innovación",0.00,0.00,
Naucalpan de Juarez,2019,CFDE9,Otras Industrias y Otros Asuntos Económicos,0.00,0.00,
Naucalpan de Juarez,2019,CFOA,Otras no Clasificadas en Funciones Anteriores,0.00,0.00,
Naucalpan de Juarez,2019,CFOA1,Transacciones de la Deuda Publica / Costo Financiero de la Deuda,0.00,0.00,
Naucalpan de Juarez,2019,CFOA2,"Transferencias, Participaciones y Aportaciones entre Diferentes Niveles y Ordenes de Gobierno",0.00,0.00,
Naucalpan de Juarez,2019,CFOA3,Saneamiento del Sistema Financiero,0.00,0.00,
Naucalpan de Juarez,2019,CFOA4,Adeudos de Ejercicios Fiscales Anteriores,0.00,0.00,
Naucalpan de Juarez,2019,CFTOTAL,Total del gasto,4590993390.00,3953743231.84,
Nezahualcoyotl,2019,CFG,Gobierno,1728614368.42,1547837513.78,
Nezahualcoyotl,2019,CFG1,Legislación,0.00,0.00,
Nezahualcoyotl,2019,CFG2,Justicia,2822039.54,539646.41,
Nezahualcoyotl,2019,CFG3,Coordinación de la Política de Gobierno,166437978.63,159780994.33,
Nezahualcoyotl,2019,CFG4,Relaciones Exteriores,0.00,0.00,
Nezahualcoyotl,2019,CFG5,Asuntos Financieros y Hacendarios,634822525.15,546946236.40,
Nezahualcoyotl,2019,CFG6,Seguridad Nacional,0.00,0.00,
Nezahualcoyotl,2019,CFG7,Asuntos de Orden Público y de Seguridad Interior,809578848.59,758169040.15,
Nezahualcoyotl,2019,CFG8,Otros Servicios Generales,114952976.51,82401596.49,
Nezahualcoyotl,2019,CFDS,Desarrollo Social,1217990919.64,1081209847.81,
Nezahualcoyotl,2019,CFDS1,Protección Ambiental,528076193.93,370967532.59,
Nezahualcoyotl,2019,CFDS2,Vivienda y Servicios a la Comunidad,440061266.55,492380605.78,
Nezahualcoyotl,2019,CFDS3,Salud,2002845.11,1283893.40,
Nezahualcoyotl,2019,CFDS4,"Recreación, Cultura y Otras Manifestaciones Sociales",49221015.76,44751519.89,
Nezahualcoyotl,2019,CFDS5,Educación,39236073.37,36132311.15,
Nezahualcoyotl,2019,CFDS6,Protección Social,159393524.92,135693985.00,
Nezahualcoyotl,2019,CFDS7,Otros Asuntos Sociales,0.00,0.00,
Nezahualcoyotl,2019,CFDE,Desarrollo Económico,23132965.79,16702485.26,
Nezahualcoyotl,2019,CFDE1,"Asuntos Económicos, Comerciales y Laborales en General",22637969.68,14242311.89,
Nezahualcoyotl,2019,CFDE2,"Agropecuaria, Silvicultura, Pesca y Caza",0.00,0.00,
Nezahualcoyotl,2019,CFDE3,Combustibles y Energía,0.00,0.00,
Nezahualcoyotl,2019,CFDE4,"Minería, Manufacturas y Construcción",231700.93,1014165.35,
Nezahualcoyotl,2019,CFDE5,Transporte,0.00,0.00,
Nezahualcoyotl,2019,CFDE6,Comunicaciones,0.00,0.00,
Nezahualcoyotl,2019,CFDE7,Turismo,0.00,0.00,
Nezahualcoyotl,2019,CFDE8,"Ciencia, Tecnología e Innovación",263295.18,1446008.02,
Nezahualcoyotl,2019,CFDE9,Otras Industrias y Otros Asuntos Económicos,0.00,0.00,
Nezahualcoyotl,2019,CFOA,Otras no Clasificadas en Funciones Anteriores,1076907296.15,743546329.80,
Nezahualcoyotl,2019,CFOA1,Transacciones de la Deuda Publica / Costo Financiero de la Deuda,52385811.53,33889485.22,
Nezahualcoyotl,2019,CFOA2,"Transferencias, Participaciones y Aportaciones entre Diferentes Niveles y Ordenes de Gobierno",105637427.97,113800000.00,
Nezahualcoyotl,2019,CFOA3,Saneamiento del Sistema Financiero,0.00,0.00,
Nezahualcoyotl,2019,CFOA4,Adeudos de Ejercicios Fiscales Anteriores,918884056.65,595856844.58,
Nezahualcoyotl,2019,CFTOTAL,Total del gasto,4046645550.00,3389296176.65,
Oaxaca de Juarez,2019,CFG,Gobierno,732845643.99,835239437.34,
Oaxaca de Juarez,2019,CFG1,Legislación,7593535.76,11006697.63,
Oaxaca de Juarez,2019,CFG2,Justicia,20753109.76,31562899.54,
Oaxaca de Juarez,2019,CFG3,Coordinación de la Política de Gobierno,209440080.84,286106638.21,
Oaxaca de Juarez,2019,CFG4,Relaciones Exteriores,0.00,0.00,
Oaxaca de Juarez,2019,CFG5,Asuntos Financieros y Hacendarios,182298980.48,148135148.07,
Oaxaca de Juarez,2019,CFG6,Seguridad Nacional,0.00,0.00,
Oaxaca de Juarez,2019,CFG7,Asuntos de Orden Público y de Seguridad Interior,256613496.14,312687300.03,
Oaxaca de Juarez,2019,CFG8,Otros Servicios Generales,56146441.01,45740753.86,
Oaxaca de Juarez,2019,CFDS,Desarrollo Social,667555290.97,753701206.45,
Oaxaca de Juarez,2019,CFDS1,Protección Ambiental,4558905.89,5378330.04,
Oaxaca de Juarez,2019,CFDS2,Vivienda y Servicios a la Comunidad,590585835.10,663778689.94,
Oaxaca de Juarez,2019,CFDS3,Salud,0.00,0.00,
Oaxaca de Juarez,2019,CFDS4,"Recreación, Cultura y Otras Manifestaciones Sociales",6794811.70,9959436.38,
Oaxaca de Juarez,2019,CFDS5,Educación,0.00,0.00,
Oaxaca de Juarez,2019,CFDS6,Protección Social,38778634.19,47366802.50,
Oaxaca de Juarez,2019,CFDS7,Otros Asuntos Sociales,26837104.09,27217947.59,
Oaxaca de Juarez,2019,CFDE,Desarrollo Económico,32810893.65,31783586.73,
Oaxaca de Juarez,2019,CFDE1,"Asuntos Económicos, Comerciales y Laborales en General",10025007.85,13576187.19,
Oaxaca de Juarez,2019,CFDE2,"Agropecuaria, Silvicultura, Pesca y Caza",0.00,0.00,
Oaxaca de Juarez,2019,CFDE3,Combustibles y Energía,0.00,0.00,
Oaxaca de Juarez,2019,CFDE4,"Minería, Manufacturas y Construcción",0.00,0.00,
Oaxaca de Juarez,2019,CFDE5,Transporte,0.00,0.00,
Oaxaca de Juarez,2019,CFDE6,Comunicaciones,0.00,0.00,
Oaxaca de Juarez,2019,CFDE7,Turismo,22785885.80,18207399.54,
Oaxaca de Juarez,2019,CFDE8,"Ciencia, Tecnología e Innovación",0.00,0.00,
Oaxaca de Juarez,2019,CFDE9,Otras Industrias y Otros Asuntos Económicos,0.00,0.00,
Oaxaca de Juarez,2019,CFOA,Otras no Clasificadas en Funciones Anteriores,0.00,0.00,
Oaxaca de Juarez,2019,CFOA1,Transacciones de la Deuda Publica / Costo Financiero de la Deuda,0.00,0.00,
Oaxaca de Juarez,2019,CFOA2,"Transferencias, Participaciones y Aportaciones entre Diferentes Niveles y Ordenes de Gobierno",0.00,0.00,
Oaxaca de Juarez,2019,CFOA3,Saneamiento del Sistema Financiero,0.00,0.00,
