Municipio,Año,Código,Activo,Concepto,Aprobado,Devengado,Observaciones
Chimalhuacan,2021,CA25,x,ECOLOGÍA,2899600.98,2768396.51,x
Chimalhuacan,2021,CA26,x,SERVICIOS PUBLICOS,92758180.75,107008760.1,x
Chimalhuacan,2021,CA27,x,Desarrollo Social,10078104.65,14121937.44,x
Chimalhuacan,2021,CA28,x,GOBIERNO MUNICIPAL,4320619.97,4809618.24,x
Chimalhuacan,2021,CA29,x,CONTRALORIA,5309329.72,5355906.81,x
Chimalhuacan,2021,CA30,x,TESORERIA,649217246.1,756582456.1,x
Chimalhuacan,2021,CA31,x,CONSEJERÍA JURIDÍCA,17924429.3,13870846.3,x
Chimalhuacan,2021,CA32,x,DIRECCIÓN DE DESARROLLO ECONÓMICO,6412870.44,5437646.82,x
Chimalhuacan,2021,CA33,x,Desarrollo Agropecuario,560574.3,928094.65,x
Chimalhuacan,2021,CA34,x,EDUCACIÓN CULTURAL Y BIENESTAR SOCIAL,35484478.23,37167422.18,x
Chimalhuacan,2021,CA35,x,SEGURIDAD PUBLICA Y TRANSITO,356161693.3,342031084,x
Chimalhuacan,2021,CA36,x,CASA DE LA CULTURA,15942629.12,15539836.07,x
Chimalhuacan,2021,CA37,x,"UNIDAD DE INFORMACIÓN, PLANEACIÓN, PROGRAMACIÓN Y EVALUACIÓN",3548380.94,4779456.97,x
Chimalhuacan,2021,CA38,x,PROTECCIÓN CIVIL,40284589.97,30771286.62,x
Chimalhuacan,2021,CA39,x,TURISMO,358272.01,1213285.6,x
Chimalhuacan,2021,CATOT,x,Total del gasto,2048325548,2185922037,x
Chimalhuacan,2020,CA01,x,PRESIDENCIA,418315821.9,345374270.5,x
Chimalhuacan,2020,CA02,x,Comunicación Social,29942794.83,46674943.5,x
Chimalhuacan,2020,CA03,x,Derechos Humanos,1375662.92,1191800.45,x
Chimalhuacan,2020,CA04,x,Sindicatura I,9936996.71,10879925.73,x
Chimalhuacan,2020,CA05,x,Sindicatura II,1216614.64,1794224.97,x
Chimalhuacan,2020,CA06,x,Sindicatura III,686034.06,715056.66,x
Chimalhuacan,2020,CA07,x,Regiduría I,1494715.13,1227370.3,x
Chimalhuacan,2020,CA08,x,Regiduría II,1158384.98,3191714.18,x
Chimalhuacan,2020,CA09,x,Regiduría III,1838159.51,1958881.73,x
Chimalhuacan,2020,CA10,x,Regiduría IV,1757651.07,1514703.64,x
Chimalhuacan,2020,CA11,x,Regiduría V,2089013.85,2459464.96,x
Chimalhuacan,2020,CA12,x,Regiduría VI,2752144.12,4053885.1,x
Chimalhuacan,2020,CA13,x,Regiduría VII,1301629.79,1035214.69,x
Chimalhuacan,2020,CA14,x,Regiduría VIII,2160574.83,2339121.88,x
Chimalhuacan,2020,CA15,x,Regiduría IX,1287923.33,2739091.04,x
Chimalhuacan,2020,CA16,x,Regiduría X,823492.42,684566.82,x
Chimalhuacan,2020,CA17,x,Regiduría XI,837935.05,794802.65,x
Chimalhuacan,2020,CA18,x,Regiduría XII,1113888.38,1376760.52,x
Chimalhuacan,2020,CA19,x,Regiduría XIII,806107.11,1015417.13,x
Chimalhuacan,2020,CA20,x,Regiduría XIV,773611.71,664653.28,x
Chimalhuacan,2020,CA21,x,Regiduría XV,1008560.21,1398241.48,x
Chimalhuacan,2020,CA22,x,Regiduría XVI,979085.53,1067165.19,x
Chimalhuacan,2020,CA23,x,SECRETARIA DEL AYUNTAMIENTO,42289270.09,48949911.8,x
Chimalhuacan,2020,CA24,x,Planeación,296376.31,334149.16,x
Chimalhuacan,2020,CA25,x,DESARROLLO  URBANO Y OBRAS PUBLICAS,441681866.4,359856732,x
Chimalhuacan,2020,CA26,x,ECOLOGÍA,2154736.97,2760165.46,x
Chimalhuacan,2020,CA27,x,SERVICIOS PUBLICOS,65158741.65,119086115.2,x
Chimalhuacan,2020,CA28,x,Desarrollo Social,8702017.32,16603485.2,x
Chimalhuacan,2020,CA29,x,GOBIERNO MUNICIPAL,4636165.63,3974351.58,x
Chimalhuacan,2020,CA30,x,CONTRALORIA,3482926.64,4535647.96,x
Chimalhuacan,2020,CA31,x,TESORERIA,684489895.8,692823932.7,x
Chimalhuacan,2020,CA32,x,CONSEJERÍA JURIDÍCA,8442760.97,6852232,x
Chimalhuacan,2020,CA33,x,DIRECCIÓN DE DESARROLLO ECONÓMICO,8922486.98,7141032.94,x
Chimalhuacan,2020,CA34,x,EDUCACIÓN CULTURAL Y BIENESTAR SOCIAL,37545648.65,34221821.69,x
Chimalhuacan,2020,CA35,x,ATENCIÓN CIUDADANA,27341105.25,39569599.11,x
Chimalhuacan,2020,CA36,x,SEGURIDAD PUBLICA Y TRANSITO,353049762.8,350871845.9,x
Chimalhuacan,2020,CA37,x,CASA DE LA CULTURA,21146126.34,15149048.28,x
Chimalhuacan,2020,CA38,x,"UNIDAD DE INFORMACIÓN, PLANEACIÓN, PROGRAMACIÓN Y EVALUACIÓN",3391880.24,2779161.87,x
Chimalhuacan,2020,CATOT,x,Total del gasto,2196388570,2139660509,x
Chimalhuacan,2019,CA01,x,PRESIDENCIA,403789805.3,496110038.2,x
Chimalhuacan,2019,CA02,x,Comunicación Social,18168264.11,22108623.79,x
Chimalhuacan,2019,CA03,x,Derechos Humanos,1218541,1307982.48,x
Chimalhuacan,2019,CA04,x,Sindicatura I,8049038.25,7916935.39,x
Chimalhuacan,2019,CA05,x,Sindicatura II,871929.02,669372.64,x
Chimalhuacan,2019,CA06,x,Sindicatura III,857322.08,524799.06,x
Chimalhuacan,2019,CA07,x,Regiduría I,1061045.82,810968.73,x
Chimalhuacan,2019,CA08,x,Regiduría II,717409.38,569687.98,x
Chimalhuacan,2019,CA09,x,Regiduría III,1128761.03,1512844.99,x
Chimalhuacan,2019,CA10,x,Regiduría IV,1592817.66,1122768.07,x
Chimalhuacan,2019,CA11,x,Regiduría V,1406967.16,1734807.53,x
Chimalhuacan,2019,CA12,x,Regiduría VI,1521244.71,2987515.78,x
Chimalhuacan,2019,CA13,x,Regiduría VII,1079758.16,681688.47,x
Chimalhuacan,2019,CA14,x,Regiduría VIII,1759021.77,1617811.17,x
Chimalhuacan,2019,CA15,x,Regiduría IX,3307016.05,707420.37,x
Chimalhuacan,2019,CA16,x,Regiduría X,1135485.4,574598.14,x
Chimalhuacan,2019,CA17,x,Regiduría XI,1090629.87,715488.25,x
Chimalhuacan,2019,CA18,x,Regiduría XII,960899.92,842331.38,x
Chimalhuacan,2019,CA19,x,Regiduría XIII,1014451.08,711290.11,x
Chimalhuacan,2019,CA20,x,Regiduría XIV,972524.95,555714.51,x
Chimalhuacan,2019,CA21,x,Regiduría XV,785375.56,1035835.21,x
Chimalhuacan,2019,CA22,x,Regiduría XVI,968156.6,760048.21,x
Chimalhuacan,2019,CA23,x,SECRETARIA DEL AYUNTAMIENTO,26408940.62,26270491.37,x
Chimalhuacan,2019,CA24,x,Planeación,294978,349046.31,x
Chimalhuacan,2019,CA25,x,DESARROLLO  URBANO Y OBRAS PUBLICAS,408800249.8,431951697.9,x
Chimalhuacan,2019,CA26,x,ECOLOGÍA,1693403.43,2011394.97,x
Chimalhuacan,2019,CA27,x,SERVICIOS PUBLICOS,62395959.33,106847994.3,x
Chimalhuacan,2019,CA28,x,Desarrollo Social,12390338.83,7571337.59,x
Chimalhuacan,2019,CA29,x,GOBIERNO MUNICIPAL,4497167.35,3504362.27,x
Chimalhuacan,2019,CA30,x,CONTRALORIA,1846663.76,2532161.56,x
Chimalhuacan,2019,CA31,x,TESORERIA,771341147.7,749166466.2,x
Chimalhuacan,2019,CA32,x,CONSEJERÍA JURIDÍCA,3752312.71,6038546.97,x
Chimalhuacan,2019,CA33,x,DIRECCIÓN DE DESARROLLO ECONÓMICO,8342790.93,6768089.9,x
Chimalhuacan,2019,CA34,x,EDUCACIÓN CULTURAL Y BIENESTAR SOCIAL,37097251.7,32624582.97,x
Chimalhuacan,2019,CA35,x,ATENCIÓN CIUDADANA,22750958.38,27051634.98,x
Chimalhuacan,2019,CA36,x,SEGURIDAD PUBLICA Y TRANSITO,315105069.3,365246885.3,x
Chimalhuacan,2019,CA37,x,CASA DE LA CULTURA,8821344.64,13983063.94,x
Chimalhuacan,2019,CA38,x,"UNIDAD DE INFORMACIÓN, PLANEACIÓN, PROGRAMACIÓN Y EVALUACIÓN",2697660.6,2347238.53,x
Chimalhuacan,2019,CATOT,x,Total del gasto,2141692702,2329843566,x
Chimalhuacan,2018,CA01,x,PRESIDENCIA,567845267.5,827420615.7,x
Chimalhuacan,2018,CA02,x,Comunicación Social,24217421.95,26460730.63,x
Chimalhuacan,2018,CA03,x,Derechos Humanos,1139926.2,1177631,x
Chimalhuacan,2018,CA04,x,Sindicatura I,9845639.51,9070660.97,x
Chimalhuacan,2018,CA05,x,Sindicatura II,1254868.68,981638.02,x
Chimalhuacan,2018,CA06,x,Sindicatura III,1102484.88,1042260.08,x
Chimalhuacan,2018,CA07,x,Regiduría I,1664498.04,1295641.82,x
Chimalhuacan,2018,CA08,x,Regiduría II,1121997.4,867264.38,x
Chimalhuacan,2018,CA09,x,Regiduría III,3567373.08,1324803.03,x
Chimalhuacan,2018,CA10,x,Regiduría IV,2020599.58,1756462.66,x
Chimalhuacan,2018,CA11,x,Regiduría V,1714767.83,1536270.16,x
Chimalhuacan,2018,CA12,x,Regiduría VI,1922204.24,1694255.71,x
Chimalhuacan,2018,CA13,x,Regiduría VII,1860810.88,1279485.16,x
Chimalhuacan,2018,CA14,x,Regiduría VIII,1991024.28,1868071.77,x
Chimalhuacan,2018,CA15,x,Regiduría IX,7901012.16,8969383.05,x
Chimalhuacan,2018,CA16,x,Regiduría X,1568258.04,1316225.4,x
Chimalhuacan,2018,CA17,x,Regiduría XI,1569849.24,1349078.87,x
Chimalhuacan,2018,CA18,x,Regiduría XII,1407066.5,1167656.92,x
Chimalhuacan,2018,CA19,x,Regiduría XIII,1327327.08,1144548.08,x
Chimalhuacan,2018,CA20,x,Regiduría XIV,1406463.84,1186832.95,x
Chimalhuacan,2018,CA21,x,Regiduría XV,1247509.48,1007372.56,x
Chimalhuacan,2018,CA22,x,Regiduría XVI,1652986.56,1318420.6,x
Chimalhuacan,2018,CA23,x,SECRETARIA DEL AYUNTAMIENTO,29759872.81,25295788.22,x
Chimalhuacan,2018,CA24,x,ADMINISTRACIÓN,2740068.87,2396685.6,x
Chimalhuacan,2018,CA25,x,Planeación,2040818.04,675907,x
Chimalhuacan,2018,CA26,x,Informática,2040818.04,612790,x
Chimalhuacan,2018,CA27,x,DESARROLLO  URBANO Y OBRAS PUBLICAS,827103320.1,1062314994,x
Chimalhuacan,2018,CA28,x,ECOLOGÍA,2366136.06,2022079.53,x
Chimalhuacan,2018,CA29,x,SERVICIOS PUBLICOS,66942634.79,102797245.6,x
Chimalhuacan,2018,CA30,x,Desarrollo Social,21181167.85,37995637.54,x
Chimalhuacan,2018,CA31,x,GOBIERNO MUNICIPAL,4703140.27,4270289.35,x
Chimalhuacan,2018,CA32,x,CONTRALORIA,2327504.59,2206388.76,x
Chimalhuacan,2018,CA33,x,TESORERIA,605303124,606316600.7,x
Chimalhuacan,2018,CA34,x,CONSEJERÍA JURIDÍCA,2734461.49,4634471.71,x
Chimalhuacan,2018,CA35,x,DIRECCIÓN DE DESARROLLO ECONÓMICO,6179159.25,7644671.96,x
Chimalhuacan,2018,CA36,x,ATENCIÓN CIUDADANA,11956702.48,9223816.38,x
Chimalhuacan,2018,CA37,x,SEGURIDAD PUBLICA Y TRANSITO,280562414.5,311146565.7,x
Chimalhuacan,2018,CA38,x,CASA DE LA CULTURA,61477535.95,64488943.37,x
Chimalhuacan,2018,CATOT,x,Total del gasto,2568768236,3139278185,x
Colima,2021,CA01,x,REGIDORES,17991916.91,20446165.2,x
Colima,2021,CA02,x,PRESIDENCIA MUNICIPAL,34020792.7,27610516.48,x
Colima,2021,CA03,x,SECRETARIA DEL AYUNTAMIENTO,24022151.59,24183985.16,x
Colima,2021,CA04,x,OFICIALIA MAYOR,95605809.97,110245767.5,x
Colima,2021,CA05,x,TESORERIA MUNICIPAL,40569470.77,31613357.53,x
Colima,2021,CA06,x,DIRECCIÓN GENERAL DE ASUNTOS JURÍDICOS,9559239.9,8639402.99,x
Colima,2021,CA07,x,DIRECCIÓN GENERAL DE SERVICIOS PÚBLICOS,171645192.7,189013825.8,x
Colima,2021,CA08,x,DIRECCIÓN GENERAL DE DESARROLLO URBANO Y MEDIO AMBIENTE,13650836.8,13503386.95,x
Colima,2021,CA09,x,CONTRALORIA MUNICIPAL,3613381.94,3788384.62,x
Colima,2021,CA10,x,POLICIA MUNICIPAL DE COLIMA,60781491.14,57340459.27,x
Colima,2021,CA11,x,"DIRECCIÓN GENERAL DE DESARROLLO ECONÓMICO, SOCIAL Y HUMANO",51127373.79,46602607.34,x
Colima,2021,CA12,x,DIRECCIÓN GENERAL DE OBRAS PÚBLICAS Y PLANEACIÓN,63406564.11,77193362.4,x
Colima,2021,CA13,x,JUBILADOS Y PENSIONADOS,78171474.96,107801320.7,x
Colima,2021,CA14,x,ORGANISMOS AUTONOMOS,47940000,51461682.81,x
Colima,2021,CATOT,x,Total del gasto,712105697.2,769444224.8,x
Colima,2020,CA01,x,REGIDORES,17906579.61,18220215.04,x
Colima,2020,CA02,x,PRESIDENCIA MUNICIPAL,29986900.58,28840321.9,x
Colima,2020,CA03,x,SECRETARIA DEL AYUNTAMIENTO,24276638.19,23618195.1,x
Colima,2020,CA04,x,OFICIALIA MAYOR,102382566.5,94283045.27,x
Colima,2020,CA05,x,TESORERIA MUNICIPAL,31840203.62,29038180.96,x
Colima,2020,CA06,x,DIRECCIÓN GENERAL DE ASUNTOS JURÍDICOS,8642887.44,8982558.6,x
Colima,2020,CA07,x,DIRECCIÓN GENERAL DE SERVICIOS PÚBLICOS,166833792.5,196740602.6,x
Colima,2020,CA08,x,DIRECCIÓN GENERAL DE DESARROLLO URBANO Y MEDIO AMBIENTE,14011903.76,13117022,x
Colima,2020,CA09,x,CONTRALORIA MUNICIPAL,4949589.05,3318045.76,x
Colima,2020,CA10,x,POLICIA MUNICIPAL DE COLIMA,51727850.73,67078714.75,x
Colima,2020,CA11,x,"DIRECCIÓN GENERAL DE DESARROLLO ECONÓMICO, SOCIAL Y HUMANO",62714158.27,53607569.95,x
Colima,2020,CA12,x,DIRECCIÓN GENERAL DE OBRAS PÚBLICAS Y PLANEACIÓN,61872645.09,58168677.55,x
Colima,2020,CA13,x,JUBILADOS Y PENSIONADOS,70292308.13,99576268.77,x
Colima,2020,CA14,x,ORGANISMOS AUTONOMOS,62150000,53994201.94,x
Colima,2020,CATOT,x,Total del gasto,709588023.5,748583620.2,x
Colima,2019,CA01,x,REGIDORES,14237388.33,18289857.09,x
Colima,2019,CA02,x,PRESIDENCIA MUNICIPAL,21431692.68,25185315.24,x
Colima,2019,CA03,x,SECRETARIA DEL AYUNTAMIENTO,19268540.24,23115656.93,x
Colima,2019,CA04,x,OFICIALIA MAYOR,100437545.8,93407942.67,x
Colima,2019,CA05,x,TESORERIA MUNICIPAL,53093681.63,50954069.12,x
Colima,2019,CA06,x,DIRECCIÓN GENERAL DE ASUNTOS JURÍDICOS,5158729.99,7279821.33,x
Colima,2019,CA07,x,DIRECCIÓN GENERAL DE SERVICIOS PÚBLICOS,136077482.8,189245047.5,x
Colima,2019,CA08,x,DIRECCIÓN GENERAL DE DESARROLLO URBANO Y MEDIO AMBIENTE,9392403.57,12639395.03,x
Colima,2019,CA09,x,CONTRALORIA MUNICIPAL,2823052.37,3199917.63,x
Colima,2019,CA10,x,POLICIA MUNICIPAL DE COLIMA,39323293.12,66756797.61,x
Colima,2019,CA11,x,"DIRECCIÓN GENERAL DE DESARROLLO ECONÓMICO, SOCIAL Y HUMANO",48224858.78,65914270.28,x
Colima,2019,CA12,x,DIRECCIÓN GENERAL DE OBRAS PÚBLICAS Y PLANEACIÓN,47407946.17,60190929.53,x
Colima,2019,CA13,x,JUBILADOS Y PENSIONADOS,86600151.28,89785311.78,x
Colima,2019,CA14,x,ORGANISMOS AUTONOMOS,61549999.92,65392999.68,x
Colima,2019,CATOT,x,Total del gasto,645026766.6,771357331.4,x
Colima,2018,CA01,x,REGIDORES,19728405.63,18499934.63,x
Colima,2018,CA02,x,PRESIDENCIA MUNICIPAL,23458997.1,22601468.36,x
Colima,2018,CA03,x,SECRETARIA DEL AYUNTAMIENTO,12781180.84,12247623.73,x
Colima,2018,CA04,x,OFICIALIA MAYOR,81777716.17,84523709.89,x
Colima,2018,CA05,x,TESORERIA MUNICIPAL,35564877.67,32180748.77,x
Colima,2018,CA06,x,DIRECCIÓN GENERAL DE ASUNTOS JURÍDICOS,4074850.63,4588826.35,x
Colima,2018,CA07,x,DIRECCIÓN GENERAL DE SERVICIOS PÚBLICOS,149645126.8,161641876.5,x
Colima,2018,CA08,x,DIRECCIÓN GENERAL DE OBRAS PÚBLICAS Y PLANEACIÓN,61187739.76,96532875.69,x
Colima,2018,CA09,x,CONTRALORIA MUNICIPAL,2560760.1,2873073.78,x
Colima,2018,CA10,x,SEGURIDAD PUBLICA Y POLICIA VIAL,42961738.54,41573381.24,x
Colima,2018,CA11,x,"DIRECCIÓN GENERAL DE DESARROLLO ECONÓMICO, SOCIAL Y HUMANO",61289292.65,64572802.81,x
Colima,2018,CA12,x,DIRECCIÓN GENERAL DE PLANEACIÓN,4223768.65,5336800.05,x
Colima,2018,CA13,x,DIRECCIÓN DE CATASTRO,4339901.47,4736528.1,x
Colima,2018,CA14,x,JUBILADOS Y PENSIONADOS,83243831.2,84129743.42,x
Colima,2018,CA15,x,ORGANISMOS AUTONOMOS,53492871.28,62903674.22,x
Colima,2018,CA16,x,OFICINA DE RESILIENCIA,276982.85,883504.13,x
Colima,2018,CATOT,x,Total del gasto,640608041.3,699826571.7,x
Cuautitlan Izcalli,2020,CA01,x,ADMINISTRACIÓN,272727159,239054392.7,x
Cuautitlan Izcalli,2020,CA02,x,CONSEJERIA JURIDICA,31419863.82,45779120.63,x
Cuautitlan Izcalli,2020,CA03,x,CONTRALORIA,13902730.48,13562118.34,x
Cuautitlan Izcalli,2020,CA04,x,Derechos Humanos,3436920.42,3275468.32,x
Cuautitlan Izcalli,2020,CA05,x,DESARROLLO URBANO Y OBRAS PUBLICAS,256801595,203778966.9,x
Cuautitlan Izcalli,2020,CA06,x,Desarrollo Urbano y Servicios Públicos,7664773.07,6374470.77,x
Cuautitlan Izcalli,2020,CA07,x,DIRECCIÓN DE DESARROLLO ECONOMICO,23806973.71,19778326.75,x
Cuautitlan Izcalli,2020,CA08,x,EDUCACIÓN CULTURAL Y BIENESTAR SOCIAL,68922180.63,58427020.61,x
Cuautitlan Izcalli,2020,CA09,x,PRESIDENCIA,45820542.36,52605635.46,x
Cuautitlan Izcalli,2020,CA10,x,PROTECCIÓN CIVIL,36090061.85,30503850.58,x
Cuautitlan Izcalli,2020,CA11,x,Regiduría I,3821350.57,3066842.45,x
Cuautitlan Izcalli,2020,CA12,x,Regiduría II,3823112.57,3064702.45,x
Cuautitlan Izcalli,2020,CA13,x,Regiduría III,3781112.57,3249004.8,x
Cuautitlan Izcalli,2020,CA14,x,Regiduría IV,3820985.57,3486348.11,x
Cuautitlan Izcalli,2020,CA15,x,Regiduría IX,3865348.57,3150099.58,x
Cuautitlan Izcalli,2020,CA16,x,Regiduría V,3834956.57,3037330.46,x
Cuautitlan Izcalli,2020,CA17,x,Regiduría VI,3831262.57,3341194.63,x
Cuautitlan Izcalli,2020,CA18,x,Regiduría VII,3817212.57,3440541.64,x
Cuautitlan Izcalli,2020,CA19,x,Regiduría VIII,3834349.3,3021601.59,x
Cuautitlan Izcalli,2020,CA20,x,Regiduría X,3829350.57,3282625.25,x
Cuautitlan Izcalli,2020,CA21,x,Regiduría XI,3853348.57,3265279.03,x
Cuautitlan Izcalli,2020,CA22,x,Regiduría XII,3835112.57,3268439.16,x
Cuautitlan Izcalli,2020,CA23,x,Regiduría XIII,3825486.57,3152652.35,x
Cuautitlan Izcalli,2020,CA24,x,Regiduría XIV,3824112.57,3197233.23,x
Cuautitlan Izcalli,2020,CA25,x,Regiduría XV,3832550.41,3054224.07,x
Cuautitlan Izcalli,2020,CA26,x,Regiduría XVI,3898467.09,3201925.55,x
Cuautitlan Izcalli,2020,CA27,x,SECRETARIA DEL AYUNTAMIENTO,67421145.91,61257676.52,x
Cuautitlan Izcalli,2020,CA28,x,SEGURIDAD PUBLICA Y TRANSITO,330292373.9,249299837.8,x
Cuautitlan Izcalli,2020,CA29,x,SERVICIOS PUBLICOS,630469773.9,491940295.9,x
Cuautitlan Izcalli,2020,CA30,x,Sindicatura I,4331951.46,3780643.72,x
Cuautitlan Izcalli,2020,CA31,x,Sindicatura II,4320351.46,3646226.18,x
Cuautitlan Izcalli,2020,CA32,x,Sindicatura III,4322993.12,3576759.52,x
Cuautitlan Izcalli,2020,CA33,x,TESORERIA,630877166.2,474331627,x
Cuautitlan Izcalli,2020,CA34,x,"UNIDAD DE INFORMACIÓN, PLANEACIÓN, PROGRAMACIÓN Y EVALUACIÓN",8645026.29,7319292.08,x
Cuautitlan Izcalli,2020,CATOT,x,Total del gasto,2502601702,2019571774,x
Cuautitlan Izcalli,2019,CA01,x,PRESIDENCIA,47143483.64,41470908.58,x
Cuautitlan Izcalli,2019,CA02,x,Derechos Humanos,3421101.53,3051450.23,x
Cuautitlan Izcalli,2019,CA03,x,Sindicatura I,3481067.59,2830417.37,x
Cuautitlan Izcalli,2019,CA04,x,Sindicatura II,5126774.16,3385815.03,x
Cuautitlan Izcalli,2019,CA05,x,Sindicatura III,6454059.5,4318691.62,x
Cuautitlan Izcalli,2019,CA06,x,Regiduría I,4534187.05,2887207.01,x
Cuautitlan Izcalli,2019,CA07,x,Regiduría II,5102738.53,3302832.07,x
Cuautitlan Izcalli,2019,CA08,x,Regiduría III,3372322.89,2936618.28,x
Cuautitlan Izcalli,2019,CA09,x,Regiduría IV,3304318.28,2869868.72,x
Cuautitlan Izcalli,2019,CA10,x,Regiduría V,4175518.61,2984305.37,x
Cuautitlan Izcalli,2019,CA11,x,Regiduría VI,4159538.52,3580064.88,x
Cuautitlan Izcalli,2019,CA12,x,Regiduría VII,2869174.78,2529346.83,x
Cuautitlan Izcalli,2019,CA13,x,Regiduría VIII,2806750.4,2402024.05,x
Cuautitlan Izcalli,2019,CA14,x,Regiduría IX,5403671.95,3767687.98,x
Cuautitlan Izcalli,2019,CA15,x,Regiduría X,3202890.82,2800414.45,x
Cuautitlan Izcalli,2019,CA16,x,Regiduría XI,4636913.4,3635008.64,x
Cuautitlan Izcalli,2019,CA17,x,Regiduría XII,2941858.32,2504068.11,x
Cuautitlan Izcalli,2019,CA18,x,Regiduría XIII,2671007.4,2323828.84,x
Cuautitlan Izcalli,2019,CA19,x,Regiduría XIV,4383089.82,3329077.24,x
Cuautitlan Izcalli,2019,CA20,x,Regiduría XV,2868011.08,2476175.46,x
Cuautitlan Izcalli,2019,CA21,x,Regiduría XVI,2784925.38,2440058.61,x
Cuautitlan Izcalli,2019,CA22,x,SECRETARIA DEL AYUNTAMIENTO,48128258.55,45358636.52,x
Cuautitlan Izcalli,2019,CA23,x,ADMINISTRACIÓN,288805055.7,234671437.8,x
Cuautitlan Izcalli,2019,CA24,x,DESARROLLO URBANO Y OBRAS PUBLICAS,260420838,198459405.9,x
Cuautitlan Izcalli,2019,CA25,x,Desarrollo Urbano y Servicios Públicos,18534193.74,15304095.09,x
Cuautitlan Izcalli,2019,CA26,x,SERVICIOS PUBLICOS,598124914.7,399856633.8,x
Cuautitlan Izcalli,2019,CA27,x,CONTRALORIA,12354554.95,11632850.22,x
Cuautitlan Izcalli,2019,CA28,x,TESORERIA,638619519.4,382328255.8,x
Cuautitlan Izcalli,2019,CA29,x,CONSEJERIA JURIDICA,18035719.99,15929075.18,x
Cuautitlan Izcalli,2019,CA30,x,DIRECCIÓN DE DESARROLLO ECONOMICO,18967981.71,16093352.13,x
Cuautitlan Izcalli,2019,CA31,x,EDUCACIÓN CULTURAL Y BIENESTAR SOCIAL,67520107.38,50724609.21,x
Cuautitlan Izcalli,2019,CA32,x,SEGURIDAD PUBLICA Y TRANSITO,374380340.2,333608624.1,x
Cuautitlan Izcalli,2019,CA33,x,"UNIDAD DE INFORMACIÓN, PLANEACIÓN, PROGRAMACIÓN Y EVALUACIÓN",7081492.14,8109225.49,x
Cuautitlan Izcalli,2019,CATOT,x,Total del gasto,2475816380,1813902071,x
Cuautitlan Izcalli,2018,CA01,x,PRESIDENCIA,86257709.03,62064200.39,x
Cuautitlan Izcalli,2018,CA02,x,Derechos Humanos,3462998.73,3250231.02,x
Cuautitlan Izcalli,2018,CA03,x,Sindicaturas,19335708.13,14803976.26,x
Cuautitlan Izcalli,2018,CA04,x,Regidurías,66575517.38,50554389.82,x
Cuautitlan Izcalli,2018,CA05,x,SECRETARIA DEL AYUNTAMIENTO,60290089.63,56399131.73,x
Cuautitlan Izcalli,2018,CA06,x,ADMINISTRACIÓN,179592416.4,256157886.3,x
Cuautitlan Izcalli,2018,CA07,x,PLANEACIÓN,7376423.27,5955515.82,x
Cuautitlan Izcalli,2018,CA08,x,DESARROLLO URBANO Y OBRAS PUBLICAS,239388484.1,186028002.7,x
Cuautitlan Izcalli,2018,CA09,x,SERVICIOS PUBLICOS,543687337.7,415128075.2,x
Cuautitlan Izcalli,2018,CA10,x,CONTRALORIA,12595146.43,9744668.71,x
Cuautitlan Izcalli,2018,CA11,x,TESORERIA,793783075.8,939655987.1,x
Cuautitlan Izcalli,2018,CA12,x,CONSEJERIA JURIDICA,17622278.53,14176811.74,x
Cuautitlan Izcalli,2018,CA13,x,DIRECCIÓN DE DESARROLLO ECONOMICO,22848565.96,14960883.69,x
Cuautitlan Izcalli,2018,CA14,x,EDUCACIÓN CULTURAL Y BIENESTAR SOCIAL,132772917.9,49823830.37,x
Cuautitlan Izcalli,2018,CA15,x,SEGURIDAD PUBLICA Y TRANSITO,287825335.1,267690997,x
Cuautitlan Izcalli,2018,CATOT,x,Total del gasto,2473414004,2346394588,x
Cuernavaca,2021,CA01,x,PRESIDENCIA MUNICIPAL  ,41023033.63,37905312.36,x
Cuernavaca,2021,CA02,x,SINDICATURA MUNICIPAL  ,15079993.6,15030141.92,x
Cuernavaca,2021,CA03,x,REGIDORES DEL AYUNTAMIENTO  ,28277643.46,26210655.22,x
Cuernavaca,2021,CA04,x,SECRETARÍA DEL AYUNTAMIENTO  ,37922620.19,37709369.21,x
Cuernavaca,2021,CA05,x,SECRETARÍA DE ADMINISTRACIÓN  ,282417089.7,299777171.2,x
Cuernavaca,2021,CA06,x,TESORERÍA MUNICIPAL  ,397755157.1,226965545.8,x
Cuernavaca,2021,CA07,x,CONTRALORÍA MUNICIPAL  ,7571427.38,7175110.85,x
Cuernavaca,2021,CA08,x,SECRETARÍA DE SEGURIDAD PÚBLICA  ,187070048,208899877.1,x
Cuernavaca,2021,CA09,x,SECRETARÍA DE DESARROLLO URBANO Y OBRAS PÚBLICAS  ,74721651.3,115526503.1,x
Cuernavaca,2021,CA10,x,SECRETARÍA DE DESARROLLO SUSTENTABLE Y SERVICIOS PÚBLICOS  ,369677346.2,453337921.8,x
Cuernavaca,2021,CA11,x,SECRETARÍA DE DESARROLLO ECONÓMICO Y TURISMO  ,41915885.54,41728282.97,x
Cuernavaca,2021,CA12,x,SECRETARÍA DE BIENESTAR SOCIAL Y VALORES  ,26898152.06,24634718.25,x
Cuernavaca,2021,CA13,x,CONSEJERÍA JURÍDICA  ,8211590.54,8186600.03,x
Cuernavaca,2021,CA14,x,SISTEMA MUNICIPAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA (DIF CUERNAVACA)  ,23397143.47,21463415.47,x
